68,1,64112
51,3,145247
52,0,97012
24,0,77235
54,0,84168
66,3,139505
78,1,100971
51,2,128760
27,4,76765
41,2,122129
34,0,35037
30,2,65446
78,4,48558
30,1,139583
62,1,68779
66,0,22508
20,1,27672
49,1,133755
58,1,148363
52,1,126386
62,4,49824
51,1,121990
43,1,65979
70,2,115982
78,3,50184
56,0,60715
66,3,77621
24,4,53606
72,0,46834
42,1,120042
24,2,49169
72,4,147823
38,1,108209
54,4,32722
19,4,82479
19,0,147906
48,3,77405
78,0,33327
18,3,99405
64,1,143857
42,4,84566
77,4,68544
31,1,90271
48,2,132834
69,4,134889
64,0,56618
57,4,132102
73,0,113415
60,1,129498
77,4,130518
63,3,117133
44,2,133066
63,1,112530
34,1,116207
49,1,109682
77,2,114320
77,1,99171
65,3,122971
49,1,36893
36,4,80332
38,2,144680
35,4,132705
58,0,114532
70,1,49593
31,4,108182
31,0,39107
79,0,45927
33,1,49568
53,3,50650
71,3,21270
73,1,100087
71,4,41163
72,2,141020
76,0,53315
31,3,20526
78,0,142735
27,4,89139
39,2,140582
68,1,61698
29,3,145350
70,1,99413
60,3,102220
35,2,137514
30,1,80114
64,1,67781
61,0,46648
79,1,132211
55,4,79069
55,2,81363
66,2,93155
58,3,64201
43,3,83866
47,0,91871
27,0,24587
59,1,33902
28,4,74587
77,1,129334
60,3,30370
49,1,45357
73,2,135541
60,2,68136
18,2,42529
70,1,23149
35,4,79774
33,0,22962
70,1,149391
25,3,51674
38,1,44139
27,0,69709
69,1,60303
30,4,99670
68,2,102617
63,0,144467
77,3,68969
38,2,68545
28,1,24979
25,4,97932
25,2,32443
45,2,149838
37,1,67787
33,2,35351
44,0,46049
74,1,86435
35,1,20795
72,2,37008
59,1,35807
35,3,44174
75,3,35039
26,0,139157
63,3,89979
28,3,40079
54,4,97236
76,4,47056
20,2,128700
33,0,21734
21,1,117457
32,0,21092
46,4,132959
45,2,140329
53,1,131770
28,4,66786
72,4,122253
23,2,94830
59,4,74882
38,0,30120
68,3,30554
30,4,88646
32,4,38381
34,4,106035
40,4,115784
79,4,114352
50,3,57748
76,4,77634
68,0,39018
59,3,84703
21,3,93272
62,4,141113
66,0,62059
67,4,78383
46,4,137021
53,3,103951
27,0,67618
50,3,119148
33,3,148286
26,3,110550
36,0,107771
22,2,132167
77,4,133314
19,0,30463
33,4,43064
18,1,29211
36,1,86277
74,2,39473
38,0,34695
37,2,24490
26,1,93883
42,4,118307
79,3,44556
30,2,138454
67,3,59850
74,4,121095
52,4,41463
33,0,61078
26,4,83270
45,3,131317
23,1,51460
31,4,124839
52,2,113272
37,4,111290
33,3,130696
80,2,124341
69,1,137064
77,3,26381
71,2,32156
34,3,89713
42,1,98163
61,3,124051
38,1,53380
44,3,128250
29,4,147410
29,0,93721
64,1,41024
38,2,31495
28,2,55163
35,4,46334
26,2,84005
32,0,64122
68,4,76776
49,2,72653
51,2,73488
38,0,111546
48,2,120363
25,2,30766
70,1,46429
29,2,101239
69,3,133019
32,2,58483
31,1,78479
43,0,24872
38,4,146179
61,1,102634
29,1,125745
38,0,149008
72,3,96937
23,1,76127
76,0,83157
80,0,100536
61,4,72851
67,3,109503
50,0,93375
78,3,87459
47,0,76281
37,0,82621
52,1,110636
30,0,106455
65,4,42437
48,0,139924
45,0,133499
34,4,127317
59,1,137834
32,1,116336
22,0,138961
66,1,115990
27,0,100191
74,3,65450
66,2,95924
45,1,131979
66,2,112307
79,1,93729
79,4,138827
52,0,85390
62,0,126723
59,1,81490
55,2,75301
25,2,28201
80,2,109896
25,4,128328
61,4,130893
54,0,66718
73,3,70959
46,2,61308
35,1,149922
66,3,130940
58,1,141739
25,1,78869
28,2,61076
37,0,79213
50,3,24506
32,4,105240
34,3,79326
75,1,30098
37,1,119799
76,1,125255
27,3,90554
71,4,76117
27,0,31383
23,3,63983
66,2,40958
61,1,101746
67,1,113331
65,0,88465
18,0,40967
60,3,29883
71,4,89540
59,4,86338
35,3,107726
68,4,72482
53,2,62963
46,2,122708
65,1,87000
71,4,59581
52,2,117374
26,4,97273
44,2,126591
74,2,73163
18,0,57957
49,3,90583
69,2,134950
56,0,136368
73,1,91550
39,2,132486
50,3,38283
67,1,89504
56,1,25208
79,4,44138
20,3,34837
73,4,142985
26,1,25878
47,2,102668
80,3,41607
34,3,119516
62,4,20062
43,2,43685
22,3,45358
52,0,145461
76,1,92235
54,1,34824
26,3,52306
30,4,90080
39,3,146097
64,2,148207
35,4,85971
56,2,124524
36,4,27471
24,3,107892
50,3,44521
59,4,87490
51,4,125682
52,1,104641
49,0,76838
36,1,30389
60,1,34121
37,4,38604
77,2,57752
62,1,100008
46,2,103265
51,4,104034
76,0,137271
73,1,54887
55,2,21671
57,3,29879
37,0,113812
55,4,91556
38,0,55163
67,0,132753
64,2,129538
80,2,63347
74,4,64863
26,2,93906
39,4,99393
53,3,90518
47,3,77928
19,2,64095
44,1,59834
43,1,54977
74,4,20388
41,0,81838
39,3,67465
80,2,85289
44,1,83944
40,1,43815
18,2,76157
74,0,119967
22,1,126838
18,4,81258
30,0,49643
35,2,85727
43,0,108717
50,3,34624
74,4,62877
69,2,108635
61,0,23818
20,4,114693
42,3,103054
28,0,76785
63,2,146970
80,2,87312
33,2,52463
33,3,51847
46,4,139663
37,3,31469
42,2,126957
41,4,48195
56,3,86936
75,0,148214
47,4,122776
76,1,42949
78,3,44147
59,4,39218
24,3,138623
69,1,95376
44,1,65047
72,0,68423
27,0,90072
36,1,136859
35,1,37314
57,2,65869
29,1,46780
35,1,103717
40,0,122840
54,1,81658
19,0,124508
70,2,107502
60,3,45422
19,4,145400
71,4,104061
48,3,59235
75,1,87612
30,0,79009
29,4,71609
37,4,84893
72,4,99570
73,2,49247
68,1,121017
36,4,133605
19,4,110209
26,3,52121
23,4,145354
52,2,42261
34,3,134239
24,0,61774
40,0,118038
25,3,73021
38,3,90879
42,1,109122
21,3,75308
28,2,40387
50,1,69948
40,4,93468
74,0,92540
30,3,112605
77,0,31847
80,1,97153
19,4,62705
38,0,71078
28,1,49694
24,1,91975
55,0,79771
43,2,79226
36,0,132835
30,0,137175
25,2,108776
39,1,34720
80,0,128153
48,1,27288
61,0,138918
36,2,78150
38,1,103480
66,0,40577
66,3,38837
40,1,97693
39,4,40390
66,3,50055
69,0,56465
34,2,116257
36,2,115713
59,0,148222
44,0,82969
50,4,21976
49,0,141349
27,3,102001
44,0,42395
68,4,25654
50,1,67289
33,0,35364
43,3,71637
32,0,38105
62,4,49101
48,4,60040
47,0,52837
56,0,74717
72,0,107914
76,2,116832
32,0,111827
18,0,36828
31,1,94137
52,1,108275
65,3,69615
45,0,44789
77,4,87709
31,0,97710
40,0,64518
80,4,45507
55,1,53651
25,0,48765
26,0,80094
74,2,91579
57,1,72796
51,4,124692
78,2,52839
24,2,99379
58,3,119003
67,0,144551
39,3,125316
53,0,144593
23,2,85844
71,4,54993
25,0,34783
20,2,40177
45,3,136284
53,3,139479
35,3,115754
43,4,98146
60,1,83351
69,2,138389
54,2,97829
59,2,25803
64,4,82701
40,2,65268
61,2,57851
69,4,25602
27,2,115303
80,2,61010
80,2,75489
32,4,62703
31,0,70976
22,2,89000
47,3,140868
54,4,31085
38,0,99106
24,0,64176
51,2,61352
44,0,55725
21,3,79506
55,3,123698
48,1,63913
66,3,45090
40,4,70909
65,1,86752
37,2,149136
62,4,117205
80,4,58748
39,4,67005
46,0,100203
64,1,147540
38,0,23810
42,3,45105
46,3,24691
24,1,76203
38,4,70818
28,2,70041
41,0,67232
28,4,105986
38,3,22902
22,3,67736
76,4,130950
67,0,139476
72,4,58625
40,2,79065
26,3,104917
23,4,124201
61,1,106398
75,1,68779
55,0,83028
61,0,56944
78,2,108703
22,3,45996
33,2,130125
52,4,25266
39,1,141346
52,2,56135
29,0,74651
79,2,43454
62,0,65952
35,4,102589
69,4,94723
60,1,70057
78,1,62516
35,4,23071
35,2,136040
71,2,109228
67,2,105285
47,2,100598
39,3,112789
24,0,22989
60,3,124912
59,3,127308
59,4,89816
44,4,66225
29,2,136078
27,3,78236
45,1,134509
69,1,44267
47,3,134943
72,3,82279
53,1,61717
70,4,99324
51,1,44533
19,3,137254
42,0,20265
40,1,138831
67,2,114886
80,2,143182
57,3,31611
77,3,90215
70,1,132917
38,1,125342
43,0,109225
78,2,121492
25,3,63387
40,3,53527
33,4,35434
27,1,57715
30,2,109304
76,2,35092
59,4,108775
75,0,104787
41,4,135910
46,2,117734
21,2,95642
66,0,103697
42,4,72486
79,3,58797
79,2,69502
41,0,112379
21,0,128831
29,2,85117
43,1,24131
47,0,103051
28,3,60604
78,2,38442
43,4,76746
78,4,43226
70,3,120753
61,0,84848
48,4,34192
44,1,121862
18,3,94522
42,3,123979
79,0,146547
52,0,96246
74,0,24870
28,0,25680
62,4,144211
50,1,139696
43,4,112281
36,1,104947
25,3,81513
54,1,56116
77,4,110457
18,3,20466
57,0,86181
67,3,21873
67,2,116250
48,0,107910
58,2,129177
31,2,99708
73,1,123789
46,4,136858
32,1,147654
42,3,115560
64,3,39305
73,4,33394
20,3,81203
59,2,36667
31,0,130081
61,4,85189
56,1,91321
72,1,75982
67,3,123981
69,4,82627
45,4,137218
57,4,66850
66,3,144058
30,3,38823
56,1,112274
36,3,79753
63,3,87902
72,0,106928
29,0,38443
36,0,20682
66,4,140662
49,4,135498
74,1,70335
27,4,54578
43,1,94801
52,2,93145
53,1,84630
57,1,145877
29,2,137166
67,4,33501
72,3,66063
25,2,126041
78,4,124901
66,4,147930
36,0,69664
74,4,141549
57,3,137965
70,0,100415
74,0,87079
22,3,32596
36,0,92888
71,4,49518
47,2,95120
70,3,97499
62,4,120764
51,2,100451
34,0,129328
55,2,148090
68,4,105041
80,0,124197
57,4,59869
23,3,79233
78,3,148596
39,0,29621
73,2,39385
70,3,78933
49,3,67912
67,0,87972
24,4,107472
67,2,117222
51,1,54672
18,1,106136
67,3,133828
19,2,96689
56,2,149011
18,4,138127
35,0,91369
65,1,72650
38,1,127510
25,0,29616
64,0,45558
70,3,119932
70,2,78504
55,0,93605
39,2,47260
18,0,69274
18,1,35461
77,3,78933
36,2,81211
50,0,63672
19,1,43850
40,4,80764
79,3,93179
45,1,59464
22,0,67796
73,3,110253
80,0,146390
26,4,149151
73,3,113422
48,2,149626
69,3,93928
34,4,89862
36,4,22600
70,2,76881
64,1,146921
29,0,137649
80,0,113094
80,0,71542
61,2,94608
21,0,20413
80,0,120212
33,4,34546
29,4,93250
23,0,77951
30,4,141025
63,3,105028
22,2,35483
18,3,41410
66,2,137959
24,4,37639
45,4,77947
40,1,103665
39,2,86277
56,3,40939
73,2,135119
33,2,94807
65,2,88415
29,0,110546
63,0,54665
34,0,69608
79,3,26076
59,1,69103
31,3,68815
28,3,81130
44,4,102205
50,2,23698
51,3,120617
50,0,23315
30,1,72999
20,0,65482
23,0,107524
22,3,76618
80,2,33095
47,2,43535
22,3,122935
29,0,55901
24,1,113031
72,4,98824
41,4,98779
34,3,38334
60,3,66511
52,4,111100
74,1,84007
80,4,33223
26,4,69515
77,3,143211
47,2,65312
24,3,148830
31,3,47921
76,4,90771
67,4,146884
46,0,107646
34,3,69680
59,1,147991
55,2,148901
40,1,99380
65,3,115321
26,2,30249
56,2,39316
29,4,32517
46,4,24655
25,4,121519
52,2,60774
34,0,37908
57,0,36521
29,3,140641
33,3,108943
27,0,129657
40,1,82363
79,4,113045
67,0,79856
74,2,143898
56,2,48193
54,0,100809
58,2,92508
60,0,108980
55,0,138628
72,1,23067
64,4,65538
45,2,112982
42,1,56784
31,2,117732
42,1,20832
19,3,20050
24,3,131456
58,4,103357
56,3,132318
76,1,140776
80,0,119815
38,2,93874
41,3,89502
51,1,133370
38,0,51056
58,2,64289
19,1,44819
51,1,113889
54,1,48577
70,4,131273
54,3,129656
61,4,63123
37,2,113848
47,1,95699
28,4,107597
42,0,81388
44,0,129429
43,4,79807
22,2,136732
66,4,139570
39,1,51361
77,4,23745
65,4,56503
58,2,41844
26,2,126653
19,0,35133
32,3,86683
67,3,45177
36,4,60453
25,1,56744
46,3,114205
22,2,77788
42,3,80753
59,0,110114
79,3,64693
74,1,33834
57,4,81995
24,0,91487
57,0,133215
76,2,37667
62,4,69669
70,0,71811
69,4,109030
77,2,143627
79,2,149755
42,2,97623
49,1,108428
74,1,39127
57,3,77269
43,2,134937
22,0,109511
18,1,66929
35,0,59063
57,1,66017
65,2,65935
72,3,146281
25,0,105446
50,4,104149
49,3,148003
78,4,137030
76,4,142331
63,3,143650
39,2,108201
40,3,72899
53,0,80032
21,2,98297
74,2,98981
63,1,65430
24,0,121844
35,2,37154
72,1,118262
41,4,102075
68,1,33763
69,0,143867
44,3,88375
54,0,73013
73,1,116108
37,1,73952
28,1,127127
29,4,49666
33,0,26793
39,4,72512
43,0,28123
64,3,21616
34,0,39706
59,3,35656
73,1,78901
41,2,146146
31,2,79685
60,0,99987
68,0,22808
44,1,48085
77,1,142935
20,4,83801
48,3,103973
20,4,75854
72,2,73306
34,0,128805
53,1,75409
56,3,20363
80,2,143779
22,0,54426
33,4,56000
41,2,53740
27,1,139270
75,3,117060
62,4,82430
41,1,60751
57,3,24246
69,3,22832
45,2,28101
32,4,43241
39,1,84420
68,2,82987
49,3,135968
78,0,59663
52,1,126815
29,0,32183
52,0,109225
64,3,110249
41,3,63675
51,4,147764
19,0,129598
32,2,21075
31,4,57805
51,4,125622
36,3,60966
31,0,81202
62,3,120119
51,1,138475
26,3,142831
58,3,39982
76,2,127804
70,3,47988
40,2,136235
45,2,49226
62,1,144507
24,3,140616
47,3,119832
55,3,77840
55,4,21525
63,3,69616
74,2,85913
62,0,132199
57,3,28249
38,2,26496
52,2,86720
58,3,140437
27,3,51834
24,3,55076
68,2,35629
70,1,95008
65,2,57718
23,0,103328
79,1,59225
54,1,57837
79,0,78284
37,1,61705
39,0,80067
68,2,97058
71,4,63928
79,4,49131
31,0,49942
38,1,104048
64,1,110114
47,3,121785
38,4,29968
72,3,43910
19,1,126726
64,1,30084
67,4,115247
54,4,83515
73,3,55439
53,1,47657
48,3,128859
64,1,97915
35,4,114702
40,0,64633
66,2,39212
76,3,31759
79,2,24158
72,1,58287
54,3,77299
58,2,116114
41,0,54284
42,2,108400
51,1,86334
80,2,73819
70,2,82480
57,2,99976
54,3,100679
39,1,51384
24,0,65651
34,0,143068
26,2,91119
64,1,61311
44,2,49804
18,2,22776
18,2,86665
65,4,93371
23,4,50310
22,0,75672
21,0,82707
74,0,117643
75,1,104180
67,0,132601
35,3,75852
54,4,95863
59,0,48425
43,3,50309
45,3,42651
37,4,67998
42,0,84472
50,0,83470
36,2,44116
63,3,120990
30,2,112720
78,1,90608
24,1,104861
36,1,25466
55,0,62992
36,2,129796
55,0,69580
68,2,50203
79,4,39394
40,0,101460
41,4,80519
60,1,133182
30,3,61642
57,3,100220
21,3,78380
69,0,104547
29,3,93811
23,3,71481
56,3,137171
53,2,133256
50,4,128899
76,2,105275
33,2,133608
47,3,36730
58,1,21433
49,2,45982
80,2,81786
71,3,83543
59,4,87634
54,1,84816
34,4,116839
43,3,36266
74,1,106767
49,1,40925
71,4,82032
41,2,113101
31,3,41089
43,4,64281
53,2,76673
52,4,52992
60,0,26194
62,2,20851
46,2,82580
42,3,122125
22,0,38114
36,4,32602
77,4,40739
80,4,122134
74,4,101916
62,1,143619
71,3,62507
54,4,106302
64,2,36764
20,1,140102
66,3,133786
42,0,77506
31,3,62779
53,4,71846
74,4,113251
39,2,137790
63,0,36704
44,1,87867
36,1,110814
34,4,21310
70,2,55547
40,3,136032
77,3,104545
20,4,52293
71,3,40177
50,3,90054
34,0,60993
66,4,32991
57,0,85954
55,2,26047
18,0,142073
73,1,49722
66,4,103527
41,0,146524
55,2,70309
30,1,54883
70,3,66880
45,3,47549
32,2,53498
42,4,65647
26,1,146521
28,2,89580
66,4,40093
21,2,145911
39,4,97057
19,4,24801
72,1,115481
51,0,102122
55,4,27733
68,4,137417
78,4,99555
64,2,30514
23,1,75292
30,1,110408
49,1,28482
78,2,63235
56,4,134084
26,4,68802
37,4,43167
54,4,70147
68,0,141045
25,0,116347
43,2,129341
61,3,84335
25,1,82129
40,3,104120
25,3,108010
29,1,109021
58,3,95240
57,1,66306
19,2,121840
69,4,113280
74,4,51934
34,0,136930
19,3,89491
50,1,85039
52,3,115449
60,4,125016
37,1,50419
75,2,65067
52,2,83674
47,3,70373
46,2,124304
77,2,149604
18,0,89831
42,2,135092
63,4,145974
40,2,130950
28,0,116994
27,0,56360
58,3,110562
61,3,45213
42,2,46441
60,4,92022
23,3,75496
35,1,118999
59,3,77049
65,2,147172
61,2,63958
42,2,41445
59,4,46858
18,3,31120
53,2,96643
70,4,117585
37,4,43985
77,4,46197
58,4,83044
24,0,100045
63,0,33274
66,4,70373
32,2,123599
25,2,43900
31,3,40336
76,4,100983
18,2,29531
39,4,52858
65,4,132066
51,3,23640
60,3,85859
37,1,109019
28,0,122496
35,3,74826
23,1,147856
58,3,20294
60,0,24403
38,0,41053
54,1,86285
79,0,31887
56,1,97981
71,2,147835
71,0,128892
78,4,102039
32,1,135278
56,3,23795
71,3,29254
27,2,75512
24,3,108535
30,4,118853
75,4,147528
69,2,124088
61,3,122181
18,3,82766
54,2,91087
28,2,129780
70,3,149833
77,0,101328
76,4,121804
45,0,106855
29,3,135569
23,2,115566
33,3,20397
31,4,129208
20,3,77463
56,4,54371
20,2,58121
60,3,104963
50,3,73927
43,2,65853
50,1,127501
22,4,78918
31,0,129585
46,2,110335
78,4,46919
29,0,27404
45,1,40429
42,4,61498
78,3,140974
23,3,47174
32,4,128400
19,0,114965
78,2,76935
69,2,119598
18,4,63587
73,0,37492
74,2,21149
26,2,124177
71,2,23147
33,3,75205
50,3,71004
61,3,85877
50,3,93916
37,3,127055
30,3,118659
31,0,33219
39,3,69642
25,1,33948
22,3,66182
55,4,47756
45,1,130818
69,4,113312
77,1,39554
78,0,133757
63,1,96335
60,2,135798
32,3,114837
65,2,103104
47,2,113503
29,2,147547
73,2,109840
56,4,106785
27,2,34257
80,1,112340
66,0,113210
79,2,98598
80,1,70495
74,2,131369
43,4,29728
58,0,75357
65,0,126265
64,3,143282
29,3,21000
63,0,25800
51,4,99536
66,4,42780
29,0,108177
27,2,124083
42,2,55611
47,2,110047
33,3,83559
65,2,39189
61,4,124761
79,1,78384
35,1,62148
35,2,130486
79,1,81891
33,4,25559
25,4,102730
30,4,83278
64,0,98881
32,4,44662
55,1,141261
32,2,32441
57,0,111486
49,0,149924
23,1,43532
32,3,76072
22,4,52291
73,0,46878
35,0,97422
18,3,118769
43,2,82969
78,4,129308
52,1,92254
34,2,48909
44,1,24825
66,2,139672
46,4,74197
56,4,82691
63,3,22841
65,3,72218
51,3,112322
40,0,95980
65,4,134350
54,3,49242
60,2,62884
74,4,124543
32,4,131304
28,3,109720
24,0,119331
36,0,74645
39,2,35354
21,4,122309
57,3,113688
72,3,101392
39,3,60520
57,3,141122
75,2,140892
71,1,104806
46,2,124161
22,1,90798
58,2,118448
19,3,42285
69,4,112276
34,3,116076
64,3,31124
39,0,124440
19,0,31830
35,0,29719
65,4,105780
56,2,64360
59,0,25796
29,2,113421
43,4,41603
31,1,106552
43,1,116006
76,2,119997
72,4,95839
21,1,118872
24,4,55481
70,4,86696
30,4,110329
27,3,92769
20,1,133172
61,3,100556
58,3,49776
26,1,95854
26,1,57944
29,3,101640
28,0,140020
72,2,30386
58,3,44329
71,4,70684
47,3,119060
53,0,77200
43,4,62161
30,2,59144
70,4,139766
72,3,135046
40,4,127143
76,2,97732
54,4,77289
25,1,94553
72,2,69702
35,3,129893
24,0,112630
79,1,102732
49,0,34057
77,2,79821
78,4,137862
56,1,109422
69,1,132231
41,2,94354
48,4,108450
25,4,74168
37,3,95352
33,0,35231
62,4,67943
73,0,126078
58,2,77312
24,4,100704
56,4,105274
73,4,35356
23,2,115727
46,4,65091
72,2,40427
69,1,147791
21,1,24542
37,0,53504
40,3,141525
47,2,87655
70,2,22533
74,0,137613
55,0,131065
21,4,40238
40,1,93026
31,0,67164
71,2,75501
80,0,75047
62,3,56055
20,1,82953
39,4,21265
38,4,117291
22,1,112795
74,2,105185
79,4,80125
65,0,101431
19,0,100537
40,4,135019
76,4,145043
36,3,79800
74,2,101973
68,1,101141
77,0,98393
30,0,147960
30,3,42951
69,4,121300
24,0,128474
63,4,34240
25,2,23889
44,1,145701
56,4,83424
73,4,27833
51,2,118650
27,4,51038
34,4,49396
77,1,112377
67,0,138447
55,1,67314
55,4,49699
76,3,40246
21,2,53175
29,2,128931
26,4,131002
23,1,125928
69,4,133847
48,2,26516
43,3,75181
48,2,69129
54,2,119042
23,3,142055
31,3,108436
75,2,111078
50,3,43548
48,4,100201
48,0,78716
78,0,25706
29,3,126541
55,0,29833
76,0,149435
69,2,62583
19,2,135761
33,2,53867
80,1,89812
33,3,142595
23,4,122221
24,2,91631
25,0,50766
31,4,78277
43,3,84310
73,1,76429
61,2,28323
67,0,77409
68,0,144334
55,3,71406
24,2,108845
32,4,104923
52,2,124969
61,0,36028
79,1,25718
71,0,96029
79,3,70913
29,4,47939
71,2,20169
75,4,89635
76,3,111054
53,0,145614
46,0,61978
80,2,62053
65,3,38419
65,0,25971
33,1,66491
72,0,21585
76,3,99256
38,0,47418
77,0,117157
49,3,70839
43,1,134939
47,1,135421
63,1,34982
24,2,38739
67,2,146838
31,2,45761
64,4,58403
43,4,142203
67,0,123451
36,4,122054
75,0,98397
80,0,130650
77,0,142667
32,0,103405
42,0,113386
28,3,70423
68,3,42449
33,3,34300
39,3,72526
69,2,20865
20,2,87054
56,1,57717
35,2,80681
68,1,84112
65,0,61003
47,2,110671
25,0,66026
61,0,27638
18,2,64336
47,2,146393
48,2,66237
80,4,72512
18,4,102072
42,4,52499
63,0,143874
64,2,138955
52,3,55330
45,4,71891
70,3,145728
70,2,143173
31,1,61584
68,2,124970
21,4,136189
26,4,140860
47,1,130081
50,2,41130
74,4,45891
32,2,41421
76,4,93844
33,2,128681
49,0,148710
41,0,65050
72,2,57383
63,4,111410
63,3,120830
47,2,84408
75,2,50815
34,0,35177
70,4,48108
47,1,81260
29,2,86922
78,2,119180
76,0,56834
69,3,144603
30,1,136546
25,1,119104
57,2,21873
73,1,111241
27,1,71437
64,4,133634
49,4,86950
29,4,123500
75,0,107390
30,2,34269
34,0,56368
51,4,24294
42,4,34058
64,0,73366
58,4,104872
70,4,66436
27,4,146261
21,3,132854
35,1,113119
41,2,68355
36,3,43818
26,1,58079
78,1,96354
75,2,70876
67,2,137370
72,1,56967
34,1,37604
65,1,39042
74,1,26752
70,3,36084
79,1,81215
27,0,101567
56,1,135910
44,1,129579
51,3,90935
25,2,42715
58,1,120391
46,4,86861
51,3,28690
49,4,46341
58,0,145228
21,0,100078
53,3,79176
56,2,83454
47,4,38615
74,0,95583
42,1,104784
66,3,142113
23,2,117809
33,1,91795
56,3,42216
74,2,129800
42,3,75604
21,4,122404
49,1,46675
78,3,39511
66,3,129948
72,3,137127
29,4,91590
60,0,127706
31,3,137082
48,0,149341
65,0,55487
55,0,136382
35,2,97231
53,4,145053
27,1,82338
33,3,61810
33,4,146450
75,2,98664
73,4,41122
25,3,130050
35,3,52506
61,3,32498
54,0,82892
67,4,59545
59,2,134491
64,4,94979
58,1,73998
46,3,36399
45,1,64970
