id,timestamp,built,price,distanceToElem,bedrooms,bathrooms
25c63d96-8d9d-411d-8889-b22f3ae2c37a,2023-11-12T09:04:45Z,2010,142650.21,8.28,1,3
b190a92a-6a19-406b-801e-24f135d6a5f8,2022-01-18T09:04:45Z,1975,190863.31,1.95,5,2
4b137191-1ed6-4f84-9ca4-33bc1ab39d75,2023-01-14T09:04:45Z,1946,199988.72,5.49,4,4
733df83a-a85d-4444-bb5d-918bbf9ce422,2023-06-03T09:04:45Z,1955,213184.63,3.38,6,2
53539ae9-b3bb-40a5-b03f-49e8ca7873fe,2021-09-20T09:04:45Z,1975,205185.64,1.45,5,3
f1edf1ab-38fa-4fc3-a173-284758ab3220,2024-10-28T09:04:45Z,1976,154827.39,8.06,2,2
b9ce7a8a-7997-453e-a316-23a132f9ea52,2022-02-01T09:04:45Z,1977,136688.93,1.1,2,1
22c9725c-3d10-49b9-a6c2-79e1b399ef3d,2024-07-21T09:04:45Z,2009,169110.4,1.4,2,4
4684f9ea-48e6-4766-ac32-9485d107b83e,2021-03-02T09:04:45Z,2010,232521.38,4.41,6,4
95933dcc-87e9-4733-8077-be7ee8d1a76a,2020-04-03T09:04:45Z,1964,186370.02,5.46,5,1
03b8994e-a79e-43e7-8a22-c554a4e70d53,2020-11-14T09:04:45Z,1997,184947.94,2.14,4,2
3ad37c9f-8db1-4348-bde6-16bc23b6332c,2023-01-24T09:04:45Z,1981,204392.33,6.03,4,4
99d36a6e-09de-4061-85bb-f3e8cf3ebe17,2021-01-14T09:04:45Z,1984,221926.02,6.27,6,3
00daa125-aed1-4af6-a3ff-a208defc5bdd,2020-03-31T09:04:45Z,1992,222825.42,6.7,6,3
a5ca9940-e43e-4518-acad-b14b7f4ce562,2024-12-16T09:04:45Z,1965,217381.68,0.35,5,2
3d1cd766-4e3d-45a5-bbe2-47c1124b64d7,2022-02-14T09:04:45Z,1998,180748.79,1.6,3,4
b2734eb7-df74-47ed-9b6c-9de397ef683a,2025-02-07T09:04:45Z,2008,182406.36,4.66,4,2
2c3a5561-b4da-4250-8188-6cb7daf788d1,2021-11-23T09:04:45Z,2005,227588.14,0.21,5,3
d6ce08d8-b5ac-482f-ba4b-ec5f7cc45eb8,2022-08-13T09:04:45Z,1962,175062.73,0.34,1,4
4ae03c5c-f865-4ceb-aacd-b14c66031bbc,2024-10-19T09:04:45Z,1977,199603.67,0.76,4,2
f887764f-152b-462e-b2da-1ab8aa94c00f,2024-05-24T09:04:45Z,1946,130873.66,8.3,1,2
675ac2dc-bcd7-4fb3-ac76-c2ae3a62f09e,2024-09-17T09:04:45Z,1997,222464.07,5.68,6,3
f11ae69d-bc5d-4a3a-b629-98d0a9e0a44b,2024-07-27T09:04:45Z,1956,216480.42,6.51,5,4
1aaaed53-b41b-4654-a4e9-bca68aadaed7,2020-06-03T09:04:45Z,2010,184609.75,8.08,5,1
1b7986c5-506a-4b7c-9dc5-da530ba26d2b,2022-12-15T09:04:45Z,1991,168316.13,1.16,3,2
2ad8ed7e-2b77-401a-83e1-a732ca5d0a7b,2021-05-02T09:04:45Z,1995,161685.59,0.95,2,2
75bc1c72-c077-4e98-879a-9c3fa9c01831,2021-11-12T09:04:45Z,1949,180651.12,7.14,3,4
57bbab16-4b95-49a2-a409-ab3a5245f766,2023-08-02T09:04:45Z,2012,158008.01,1.15,1,4
91f785fa-a957-415d-8666-e98d6d840be7,2022-06-03T09:04:45Z,2010,211115.74,1.69,5,4
b486e0a2-303c-4bbc-a5f6-79733431c223,2022-12-15T09:04:45Z,1972,177685.37,5.08,4,2
84703dd4-f694-49ad-a5d3-b549c527334f,2023-01-19T09:04:45Z,1957,174993.44,0.35,3,1
657244f8-fb2a-48eb-9b4c-1144448676db,2024-04-20T09:04:45Z,2012,167424.16,7.67,2,4
cfc89c63-dd08-4ebb-938c-587171ccd839,2023-04-11T09:04:45Z,2010,178731.1,0.23,2,3
0ffe67fa-0d29-4501-a42d-7ab55c63ac00,2023-07-27T09:04:45Z,2012,206524.12,2.09,5,3
fde3c326-8374-4edc-be18-0e7344800cf0,2024-07-10T09:04:45Z,1962,157718.03,7.33,2,3
1f19c12e-cff5-42d3-a982-2d4b274348cf,2022-08-03T09:04:45Z,2000,179846.63,9.78,4,2
7d9e0426-0807-4086-b2fc-a04922686060,2023-03-07T09:04:45Z,1998,176137.31,9.4,3,3
f0ffac81-69e7-45e8-ae1b-32b2fb65cd6b,2024-07-10T09:04:45Z,1974,220516.59,3.63,6,3
8e96fc96-80dc-4e4e-a1c5-6f9f872c6262,2020-12-16T09:04:45Z,1985,185148.05,8.6,5,1
4fb56113-6789-4980-bda8-7a599d0c1780,2023-08-01T09:04:45Z,1986,169644.95,2.53,2,4
d27f0fa9-404c-4d4f-b334-883ff78f13fa,2021-09-07T09:04:45Z,1980,179959.22,4.65,4,2
4de7cc8a-098d-4eec-998c-616f99529800,2025-01-20T09:04:45Z,1948,175668.81,5.78,3,3
22c9241a-2f25-4c6f-b50c-ef93a6dc8d71,2024-11-25T09:04:45Z,2010,165474.58,5.74,2,4
9df32d77-c530-4db8-849e-d7e43964a977,2023-11-26T09:04:45Z,1962,149995.11,6.24,1,3
dbc7ee8d-ca60-49fb-9a0a-97115540263f,2022-08-19T09:04:45Z,2010,181766.38,9.1,3,4
ab6af468-36f1-466b-af46-65cc6b85550c,2020-10-28T09:04:45Z,1963,210206.45,2.69,5,4
4ce359b9-99f2-42e2-acf6-7406f3503f22,2020-10-31T09:04:45Z,2009,195934.63,7.23,5,2
6b8b892f-6dab-483f-a3d9-d4ec20dd3993,2023-10-17T09:04:45Z,1960,201627.89,7.49,4,4
50c76b57-e1a0-4c14-8d96-208a504b0581,2021-12-01T09:04:45Z,2000,153959.15,4.84,1,4
c49c680f-506d-497f-9183-a71edc3bce32,2021-12-02T09:04:45Z,2003,211284.93,3.53,5,4
2bcfdbec-5d85-4b10-a380-d25ee58ec799,2024-01-28T09:04:45Z,1991,223059.48,8.81,6,3
64afcb5a-a99f-482d-911e-d190aa4490f3,2022-04-15T09:04:45Z,2000,189520.66,6.08,5,1
266891f4-c231-4c3e-aeb6-976c9371d345,2024-04-09T09:04:45Z,2010,196375.29,4.2,5,2
2c121668-b893-423b-b0d9-af4558beaadd,2022-09-13T09:04:45Z,1966,181080.38,3.54,3,4
5364ef9c-3d84-4cf4-887f-ca2554382738,2024-11-05T09:04:45Z,1991,218854.6,5.9,5,4
67fa4d3e-752d-4289-9d4e-147e80922d1b,2022-04-20T09:04:45Z,1983,183167.29,0.27,4,1
a10aadc5-25ea-46f1-aa6e-78d8b4cb9112,2021-12-04T09:04:45Z,2003,122886.71,7.55,1,1
af7655f1-25b3-476b-98e6-111e8d1239b1,2023-07-10T09:04:45Z,1994,134822.05,0.26,1,1
2b54570a-ad56-422b-9452-7774b41e29cd,2023-12-12T09:04:45Z,2010,152949.08,8.48,1,4
331eb260-1126-4907-94d1-103e2cfd75e6,2023-08-03T09:04:45Z,1963,156921.22,2.81,2,3
8baef2c0-b63e-47c1-aa1c-29d16e0874bc,2020-10-25T09:04:45Z,1999,176120.79,9.44,3,3
4c7b43a5-310e-4bb3-80ff-b4228053518a,2020-08-18T09:04:45Z,1960,159898.44,1.08,1,4
7588169a-e160-4d93-bcf8-168d06ff8136,2023-03-09T09:04:45Z,1954,184079.83,2.22,3,4
fb2270b7-ec8d-4d87-8be2-740b828047fe,2021-12-15T09:04:45Z,1974,252363.83,0.2,6,4
d9a66f13-1fe6-4025-928e-16032123ca82,2023-09-17T09:04:45Z,1998,196018.91,4.66,5,2
9e52fb11-5be1-4205-a660-e2936b7d7762,2021-10-13T09:04:45Z,1996,199054.08,5.3,6,1
64271997-a69e-4b43-b722-f38f2f4fab12,2025-01-08T09:04:45Z,1956,152208.3,2.5,2,2
0c60c74d-4138-46fb-b163-204d9f131f64,2020-12-24T09:04:45Z,2006,150985.13,7.7,1,4
09d9b1e9-2acf-4ae5-87f0-ca91b017414d,2020-11-24T09:04:45Z,2014,164959.6,8.19,3,2
3fb58174-ea3f-4a33-bdd0-e90d79088e90,2023-02-14T09:04:45Z,1961,123606.28,1.98,1,1
026a83fc-0e93-4217-8e4b-48338017852d,2024-04-03T09:04:45Z,1948,140231.21,3.37,2,1
00f15f51-7055-413f-92a6-5b31513880f8,2020-08-13T09:04:45Z,1983,197176.11,4.05,6,1
1b520dcd-a8db-4a0b-9a11-0f5e52b2a95a,2022-05-29T09:04:45Z,2015,172798.92,6.14,4,1
9c7206fa-a7fd-41a0-b601-06f48e4bbc7b,2025-02-27T09:04:45Z,1966,210271.31,1.88,5,4
fb706d26-c21c-470d-a1b7-72d55a3802a3,2020-11-16T09:04:45Z,1993,151870.55,3.31,2,2
6ca5bb07-28db-4cbd-a8af-37aae4fda9fe,2022-09-22T09:04:45Z,1960,138522.56,3.82,1,2
9af1a06e-9cc4-40d2-8e17-9c94983feda3,2023-03-29T09:04:45Z,1965,190606.31,3.81,5,2
6ff9d7aa-96e2-41f2-a249-b180b45fd3cf,2023-11-17T09:04:45Z,1989,195154.6,2.58,6,1
d39197ca-adc1-4049-aa16-4336a21c0e87,2024-09-10T09:04:45Z,1993,177163.8,3.17,3,3
dc579ac3-07e0-4ae4-a2c5-097169345440,2024-11-14T09:04:45Z,2006,123375.82,1.76,1,1
8a2dd142-52fb-4225-81e6-6fa4408d29bf,2024-09-21T09:04:45Z,2011,228398.84,4.25,6,4
2aab2c58-c43a-4e0f-951f-8b90e3b822e1,2023-10-27T09:04:45Z,1965,163611.58,3.73,2,3
bad4651f-c579-4b39-8003-045950c59ede,2023-10-19T09:04:45Z,1962,168331.83,4.28,4,1
b1224ba3-57c3-4619-99ac-c6982e3dbb83,2021-01-05T09:04:45Z,1984,169856.44,7.46,4,1
35b7bed4-7f1a-4521-adaf-ae9e5e74d2ee,2020-08-29T09:04:45Z,1990,141311.8,5.87,2,1
c217bf9b-82a5-4210-a978-ada26487c7fb,2021-03-28T09:04:45Z,1989,152796.35,8.72,3,1
eb97dbf7-bd98-457c-9d3c-cd66f05cd425,2023-09-21T09:04:45Z,1991,190474.55,8.46,5,2
13ef087b-4429-4a4d-b3b1-f5458e8cf261,2023-04-26T09:04:45Z,2013,201052.39,4.21,5,3
1890dbca-c533-4933-a349-9bf79464b2b6,2023-06-05T09:04:45Z,1954,196487.61,3.14,6,1
d4a7d797-3440-4ce3-8c49-f98d5c847621,2020-11-16T09:04:45Z,1963,215146.32,4.18,5,4
7cac60c2-b3d2-4893-b0cd-29059e0b165a,2024-09-27T09:04:45Z,2015,182146.66,1.84,3,4
b79aa502-f756-4ebb-88ae-f871eb092402,2023-01-26T09:04:45Z,1946,216400.31,4.47,5,4
aa7c78ae-c83d-435a-be5a-ed71106fce29,2024-01-13T09:04:45Z,1981,165332.95,8.23,3,2
a69e2845-ff28-4dfe-92b9-95de9165834a,2023-10-25T09:04:45Z,1995,189746.45,6.94,3,4
369f9585-b684-4a43-898f-996afee814cb,2022-02-15T09:04:45Z,1960,189661.07,3.68,5,1
66a839cf-fbd4-4106-92c0-88db12142fff,2022-10-30T09:04:45Z,2009,185785.5,7.46,5,1
85bcb483-8ada-4b0d-8ca6-2a9b6176fa49,2024-08-31T09:04:45Z,1997,164956.97,4.37,3,2
a553d29b-6f17-4d8b-bae6-53a2b9499b61,2022-02-21T09:04:45Z,1969,177897.24,3.48,3,3
4d896364-93c3-48a5-b3f5-c1a46246a984,2024-06-03T09:04:45Z,1959,171060.78,7.19,3,3
09aade01-d4c8-47ce-befe-7ced01bd3c7a,2020-04-04T09:04:45Z,1983,186368.04,1.1,5,1
685b2214-f15a-41b2-87f8-61587ed730fe,2021-10-29T09:04:45Z,1963,217956.65,4.26,5,4
cd57aeef-480f-4316-a1e5-843e055d9df2,2021-07-27T09:04:45Z,1969,159516.35,9.26,3,1
161ac382-513f-40c7-ac51-0f619536b0fc,2023-11-01T09:04:45Z,2003,179837.14,6.83,3,3
41014dba-5aef-4fe4-8d84-de8aef444f42,2021-07-20T09:04:45Z,1967,139308.65,8.83,2,1
3b4d18e0-3c83-46a2-997c-9d892fbdfe54,2023-08-10T09:04:45Z,1946,154557.87,2.05,2,2
b05832e6-a5eb-465e-ba64-4f3466fb2082,2025-02-09T09:04:45Z,1995,186391.45,1.34,4,3
b79b6bbe-0ff4-4976-8555-9f568ca61c0d,2022-10-17T09:04:45Z,2003,151378.67,9.17,3,1
0dc5f1d0-a0ad-4cd3-9071-b86e7a86fa61,2020-04-27T09:04:45Z,1985,187996.93,0.24,3,3
46bcbd83-4d2b-4282-915a-c1356ec4cf84,2025-01-06T09:04:45Z,1964,219968.18,8.47,6,3
e01b243b-1ecb-42e3-8c44-ad50626b0e06,2023-04-23T09:04:45Z,1949,150895.36,2.84,2,2
955e2dcc-a9bd-4426-abbf-bca58ab7639f,2023-12-27T09:04:45Z,1987,139120.01,2.69,2,1
ff4b3b19-cbbd-40ae-8d6f-94e7ba26a5ca,2023-09-04T09:04:45Z,1964,216746.0,1.3,6,3
f8428086-bb5d-4632-85b9-3ec42b0b6c78,2022-09-06T09:04:45Z,2015,186977.6,3.28,3,4
520b609f-65ff-4498-ac1a-6f1272008e52,2022-03-13T09:04:45Z,1995,173989.2,7.41,2,4
2a148d13-2e47-46ff-8d82-6b83f209f02e,2025-02-09T09:04:45Z,2004,204886.93,0.49,3,4
1649cbb1-1962-4984-ad2b-86dbb9744cff,2021-02-04T09:04:45Z,1982,161441.49,7.44,3,2
5e5808be-1d4e-4079-b3e4-f8d450b48291,2021-07-24T09:04:45Z,1947,142193.38,9.86,2,1
a542a35a-91af-4d56-9fca-90d38cfb3885,2024-07-02T09:04:45Z,2012,233672.31,7.32,6,4
9ab2a5c2-c32f-4d2b-be98-b8febc1c7556,2021-01-06T09:04:45Z,2004,135654.56,2.37,1,2
137fca80-cd9b-409d-ac78-55d2a62e4622,2024-05-05T09:04:45Z,1950,217187.36,3.12,5,4
84f485d0-10a8-41c6-a0c9-4265f066c5a6,2024-04-03T09:04:45Z,1985,212694.61,6.48,5,4
b77c1e89-55d3-4508-906f-864191f71770,2021-12-19T09:04:45Z,1954,203953.84,1.98,4,4
61322c9f-341e-403b-b537-7a441ffd8e95,2023-09-16T09:04:45Z,1969,156025.33,3.92,2,3
20a2a982-4cdd-43d3-828a-7acd62fb69b9,2023-08-01T09:04:45Z,1973,144094.84,2.69,1,3
2125734e-a1d3-407e-8784-b0feaa933863,2023-04-30T09:04:45Z,1988,165851.96,7.23,3,2
2eee1d91-4519-4d01-8bd1-846c36e7d849,2022-11-11T09:04:45Z,1986,169187.93,7.65,2,4
2c3b0f04-615d-4983-955a-e67e5dae55ec,2022-09-18T09:04:45Z,1967,186862.39,4.63,3,4
f36a2c78-34a5-4ce8-8a3a-eaca699e5092,2021-03-27T09:04:45Z,1974,159943.83,8.89,3,1
b3564b3a-9d0e-4107-8ce3-1f467c72214f,2020-10-15T09:04:45Z,1997,182168.77,7.42,3,4
778a5a1b-1a90-4148-8d4f-e8ad6802732a,2022-11-22T09:04:45Z,1989,205637.1,0.99,5,1
0b073e7d-01be-4c0a-89d1-932c7d77fc38,2022-02-01T09:04:45Z,1961,120534.34,1.46,1,1
fe57a5ae-58e6-409b-9235-0dd68edeac6b,2022-04-25T09:04:45Z,1990,197591.18,9.52,6,1
8ed36e7a-42b1-4afe-a463-9e79ac1726d1,2022-02-02T09:04:45Z,1998,207320.38,9.46,5,3
8fa27813-43fa-46e6-b35b-b97f5209c9b8,2024-02-04T09:04:45Z,1981,182527.55,5.69,5,1
609c08bc-012d-488a-b946-88c2b5350de1,2023-01-01T09:04:45Z,2013,232727.42,4.92,6,4
4643dda8-906f-4dad-a5cf-81a4445ec341,2024-04-27T09:04:45Z,1961,186594.35,8.91,3,4
f66008e9-bd1f-43c3-9545-582d81c7a255,2020-03-19T09:04:45Z,2008,203802.98,6.16,4,4
4c6f15bb-90b7-4468-a454-fa4c384bd474,2023-07-22T09:04:45Z,2010,204901.15,8.27,6,1
60824bd7-5604-44ce-a8e4-af47e779e3f1,2023-01-23T09:04:45Z,1947,216010.65,5.83,6,3
96ff02ce-6fbf-4f3d-b9c3-df1b4249bc19,2020-10-23T09:04:45Z,1963,155320.76,3.03,2,3
a58564ff-fd8f-4913-9562-03be57e2e1f1,2024-07-30T09:04:45Z,1970,178232.54,7.59,3,3
1c575447-c229-4105-a4f0-a5d3e8cad631,2020-03-15T09:04:45Z,1974,202461.9,1.4,5,3
f008dcc8-3d32-4c0c-bc57-6217f5684b7c,2022-06-30T09:04:45Z,1965,128963.74,5.63,1,1
03bd8fca-eca9-4c84-b4b5-f9e3ca0cb02b,2022-12-22T09:04:45Z,1949,155144.86,5.46,3,1
d93c4221-2e24-4b82-a0f1-b462e9347e05,2020-09-21T09:04:45Z,1992,165704.8,3.83,3,2
10f7b944-4d25-4ccf-80c4-1c02b6f7ef3f,2020-10-08T09:04:45Z,1978,221704.98,5.11,6,3
b560ebc1-56eb-4f59-8eff-7dd9ce14c7ac,2021-01-21T09:04:45Z,1951,191877.61,4.97,5,2
0ef8292e-820a-4494-b014-fc4bd510f328,2021-01-18T09:04:45Z,1977,199134.36,0.28,3,4
4d3e10ce-d5b5-4d67-b834-db4758c03016,2021-02-12T09:04:45Z,1967,182956.29,0.57,3,2
0f27f825-9b23-4694-ba1b-8e6b555cdbe1,2021-11-05T09:04:45Z,1984,196417.99,2.38,6,1
30b556d5-1170-4c64-89d3-5df4820faa77,2021-03-07T09:04:45Z,1995,192239.46,2.66,5,2
26a5a474-8ded-4531-8ac0-cb4b63417c83,2021-04-02T09:04:45Z,1999,212607.39,2.5,5,4
bb2519fc-37f9-4f22-8915-68f7ccb522f5,2021-10-25T09:04:45Z,1991,157971.34,1.33,2,3
e48c1b07-89eb-480e-9e04-60adaaa68b1f,2023-05-07T09:04:45Z,1986,233123.0,2.17,6,4
6428a1f7-51ef-4b56-bdc7-ece53e5e9fd6,2023-01-29T09:04:45Z,1975,208216.1,2.98,5,3
eccd7321-ed60-41ad-8f65-bef5d77453ff,2024-08-01T09:04:45Z,1998,201583.61,6.18,6,1
dc9aaa75-2734-44ac-aa69-e33001c16183,2022-07-16T09:04:45Z,1945,219923.65,2.57,5,4
84ee7272-2c42-4b2b-9f5e-a333b470781e,2024-05-24T09:04:45Z,1989,151640.43,6.98,2,2
d3f94b08-1083-4760-ac51-d2e0ed0c41af,2023-06-24T09:04:45Z,1950,219339.97,2.92,6,3
b1df75e3-c476-4fcd-8b31-b07e84c902ff,2024-08-20T09:04:45Z,1953,129492.94,6.77,1,1
fc1cfb12-44f1-47bb-9eaa-8befa64543a5,2021-03-08T09:04:45Z,1980,166719.42,3.64,2,4
6c565d4c-44f8-4b86-b724-59aec5c31e3e,2022-03-10T09:04:45Z,1961,127085.82,3.53,1,1
e27b750d-1b9f-4b3c-a7a6-e28c53ccd447,2022-01-05T09:04:45Z,1980,180709.37,5.89,3,4
e1a825b2-4a7f-4da0-b7c3-d30fe26883a2,2024-10-04T09:04:45Z,1984,202554.54,0.39,5,1
62ef11d6-154c-48f7-b8d6-f86c60c653a5,2023-10-27T09:04:45Z,2001,157437.74,4.6,1,4
5d207ce2-9bc0-449e-a8e8-1985578ce429,2020-04-02T09:04:45Z,2014,145252.86,3.21,2,2
dcff43bd-e234-4846-b597-13db3dfd277f,2023-07-26T09:04:45Z,1978,197974.12,4.01,6,1
a28384be-f039-4d04-ae2a-c566618ceac2,2021-07-17T09:04:45Z,2006,161364.22,5.9,3,2
bd4df547-914d-4128-943f-dec3e6b1e7f7,2022-01-27T09:04:45Z,1997,178232.04,0.3,2,3
d2a3bc0e-3ccd-4be2-a0f9-2d73f426e8ce,2022-08-15T09:04:45Z,1955,172587.56,7.77,2,4
df0fe676-a3a4-4067-997c-176fc6785d28,2020-11-12T09:04:45Z,1948,208625.58,5.28,6,2
98de90e7-b990-4203-9876-5e3622c762d2,2021-07-10T09:04:45Z,1982,199475.67,5.85,4,4
8842ee48-f29b-4ee4-93c8-d867ae200429,2024-11-02T09:04:45Z,2011,184661.53,3.38,4,2
a0b31ce1-5b68-4836-be76-a69862633125,2022-10-14T09:04:45Z,1958,174189.7,2.09,4,1
f77096ca-c617-4229-b269-e3d7eed55bba,2021-11-04T09:04:45Z,2006,211522.58,7.1,5,4
2c11f3ca-6380-4823-8b0b-fae0172e643f,2020-07-02T09:04:45Z,2010,163832.45,9.14,2,3
b234ee08-e260-4677-a25f-1ac4738d3d87,2020-07-31T09:04:45Z,1959,167451.18,2.11,2,4
2fddc9c4-80eb-4f4a-ba51-00ab2a880354,2023-08-21T09:04:45Z,1949,140493.05,4.66,1,3
54bc12df-1fde-43d3-ae75-2f21347229a5,2021-03-11T09:04:45Z,1957,221860.56,2.63,6,3
919f2eee-4cb4-4861-8425-1ab514f3485e,2024-07-12T09:04:45Z,1981,186639.68,3.71,3,4
09c9e508-2638-4b75-ab09-8f86e2011f71,2020-11-09T09:04:45Z,1955,182991.73,4.88,3,4
b8f11f85-6973-4a1e-aef2-f1d253c19dec,2022-02-20T09:04:45Z,1975,212879.21,8.5,5,4
