CustomerID,Age,Gender,Product,PurchaseAmount,Country
CUST00056,48,Unspecified,Laptop,2878.47,India
CUST00057,54,Unspecified,Smartwatch,1951.3,USA
CUST00058,72,Unspecified,Monitor,635.45,Brazil
CUST00059,43,Male,Keyboard,1582.63,Germany
CUST00060,38,Unspecified,Laptop,2463.55,Japan
CUST00061,74,Male,Monitor,2626.85,India
CUST00062,79,Female,Camera,691.42,UK
CUST00063,24,Unspecified,Headphones,664.14,Germany
CUST00064,63,Male,Camera,2673.97,USA
CUST00065,55,Unspecified,Smartwatch,468.81,UK
CUST00066,70,Female,Keyboard,903.65,India
CUST00067,28,Female,Keyboard,2433.44,Australia
CUST00068,19,Unspecified,Keyboard,1803.87,UK
CUST00069,71,Female,Smartwatch,1581.62,Canada
CUST00070,50,Male,Tablet,2210.6,Canada
CUST00071,26,Male,Monitor,1643.87,Canada
CUST00072,63,Female,Camera,1406.37,India
CUST00073,68,Male,Speaker,1870.97,Canada
CUST00074,68,Unspecified,Monitor,2652.11,Australia
CUST00075,25,Male,Speaker,1120.91,Australia
CUST00076,71,Female,Smartwatch,2937.57,Germany
CUST00077,49,Female,Headphones,1323.95,Germany
CUST00078,74,Unspecified,Monitor,2363.86,Australia
CUST00079,73,Female,Smartwatch,1331.05,France
CUST00080,51,Male,Monitor,1752.2,USA
CUST00081,22,Unspecified,Speaker,938.65,USA
CUST00082,33,Unspecified,Smartphone,1811.96,France
CUST00083,24,Female,Camera,2988.88,USA
CUST00084,36,Female,Headphones,1794.84,USA
CUST00085,47,Female,Smartphone,888.47,Australia
CUST00086,37,Male,Mouse,1289.66,Brazil
CUST00087,56,Female,Camera,531.38,Australia
CUST00088,37,Unspecified,Laptop,1840.71,USA
CUST00089,46,Male,Speaker,1418.5,Japan
CUST00090,61,Unspecified,Smartwatch,1301.17,USA
CUST00091,26,Female,Monitor,1052.5,Germany
CUST00092,22,Unspecified,Smartphone,1861.5,India
CUST00093,76,Unspecified,Monitor,1156.29,Japan
CUST00094,48,Female,Mouse,1694.25,Australia
CUST00095,52,Male,Speaker,37.49,Australia
CUST00096,45,Unspecified,Laptop,712.69,Japan
CUST00097,54,Male,Keyboard,2612.19,India
CUST00098,35,Female,Headphones,101.6,South Africa
CUST00099,41,Male,Camera,1909.92,South Africa
CUST00100,23,Male,Smartphone,2116.76,Brazil
CUST00101,27,Male,Smartwatch,55.12,South Africa
CUST00102,29,Male,Smartwatch,85.34,South Africa
CUST00103,61,Male,Mouse,138.01,South Africa
CUST00104,73,Unspecified,Tablet,2760.08,USA
CUST00105,74,Male,Mouse,2570.35,Germany
CUST00106,62,Unspecified,Keyboard,2147.91,USA
CUST00107,38,Unspecified,Tablet,899.06,USA
CUST00108,80,Female,Tablet,1009.16,India
CUST00109,73,Female,Monitor,2606.19,Germany
CUST00110,25,Male,Speaker,1682.4,UK
CUST00111,56,Male,Smartwatch,1716.85,South Africa
CUST00112,49,Female,Mouse,86.18,France
CUST00113,53,Male,Tablet,1544.07,Australia
CUST00114,19,Female,Smartphone,1883.84,Germany
CUST00115,56,Female,Camera,1409.48,Canada
CUST00116,24,Unspecified,Speaker,544.44,Brazil
CUST00117,42,Female,Smartwatch,306.88,Japan
CUST00118,22,Female,Smartphone,1726.2,Germany
CUST00119,70,Female,Headphones,2160.49,Brazil
CUST00120,33,Unspecified,Camera,213.91,Japan
CUST00121,28,Female,Keyboard,640.47,USA
CUST00122,46,Unspecified,Laptop,2184.2,South Africa
CUST00123,64,Male,Speaker,1707.71,Germany
CUST00124,38,Unspecified,Keyboard,1203.73,Australia
CUST00125,25,Unspecified,Tablet,1932.64,UK
CUST00126,49,Female,Tablet,882.26,Germany
CUST00127,38,Male,Keyboard,499.78,India
CUST00128,60,Male,Keyboard,445.19,Canada
CUST00129,27,Female,Smartwatch,306.41,UK
CUST00130,23,Unspecified,Laptop,884.45,Brazil
CUST00131,59,Female,Speaker,1161.12,Germany
CUST00132,33,Female,Laptop,2223.7,South Africa
CUST00133,31,Female,Tablet,2593.39,Australia
CUST00134,36,Female,Tablet,1883.96,France
CUST00135,74,Male,Speaker,2140.72,Japan
CUST00136,80,Male,Keyboard,82.15,South Africa
CUST00137,71,Female,Laptop,158.4,UK
CUST00138,63,Unspecified,Keyboard,2625.35,UK
CUST00139,55,Unspecified,Mouse,1801.3,Australia
CUST00140,63,Unspecified,Camera,678.93,South Africa
CUST00141,79,Male,Camera,1043.92,Canada
CUST00142,73,Female,Tablet,1822.37,Canada
CUST00143,49,Male,Monitor,2536.48,South Africa
CUST00144,49,Unspecified,Monitor,145.77,UK
CUST00145,56,Unspecified,Smartwatch,2859.63,Brazil
CUST00146,36,Male,Smartphone,1374.12,Canada
CUST00147,41,Male,Camera,135.42,Brazil
CUST00148,31,Female,Tablet,514.65,France
CUST00149,31,Female,Camera,1530.3,Canada
CUST00150,43,Unspecified,Smartphone,1571.53,Japan
CUST00151,45,Unspecified,Smartwatch,2070.75,France
CUST00152,21,Unspecified,Keyboard,844.47,Australia
CUST00153,74,Female,Monitor,796.22,Australia
CUST00154,51,Female,Camera,1557.46,Japan
CUST00155,27,Unspecified,Monitor,213.34,Germany
CUST00156,79,Female,Camera,306.91,France
CUST00157,49,Male,Laptop,1942.16,Brazil
CUST00158,58,Male,Speaker,609.62,USA
CUST00159,23,Unspecified,Smartwatch,41.23,Germany
CUST00160,38,Male,Speaker,1194.18,France
CUST00161,67,Male,Headphones,1942.39,USA
CUST00162,24,Male,Headphones,747.84,Germany
CUST00163,37,Unspecified,Tablet,1206.7,South Africa
CUST00164,38,Male,Mouse,800.52,France
CUST00165,69,Female,Monitor,357.27,UK
CUST00166,80,Female,Camera,857.37,Canada
CUST00167,64,Female,Mouse,1416.71,Australia
CUST00168,64,Female,Smartphone,1564.98,France
CUST00169,78,Female,Smartwatch,303.51,Canada
CUST00170,74,Male,Laptop,485.12,France
CUST00171,23,Unspecified,Laptop,2319.68,USA
CUST00172,40,Female,Speaker,2808.56,UK
CUST00173,21,Female,Mouse,1845.41,India
CUST00174,69,Female,Camera,2464.95,India
CUST00175,32,Male,Camera,1028.74,USA
CUST00176,79,Male,Smartphone,2396.67,Brazil
CUST00177,34,Unspecified,Smartwatch,68.33,Australia
CUST00178,43,Female,Monitor,2492.34,South Africa
CUST00179,47,Female,Monitor,2542.35,India
CUST00180,31,Male,Laptop,775.35,Japan
CUST00181,62,Male,Smartphone,1333.54,South Africa
CUST00182,34,Female,Camera,514.59,Australia
CUST00183,25,Unspecified,Monitor,498.2,Australia
CUST00184,38,Unspecified,Mouse,1242.55,Germany
CUST00185,73,Female,Camera,2175.14,USA
CUST00186,32,Unspecified,Speaker,1950.1,USA
CUST00187,27,Male,Camera,521.25,USA
CUST00188,49,Male,Camera,965.33,UK
CUST00189,35,Female,Monitor,2443.53,USA
CUST00190,59,Female,Camera,2789.18,Canada
CUST00191,35,Unspecified,Mouse,2763.57,France
CUST00192,37,Male,Monitor,1581.67,South Africa
CUST00193,53,Male,Tablet,1622.6,USA
CUST00194,67,Unspecified,Tablet,1708.46,UK
CUST00195,58,Unspecified,Headphones,2353.25,Germany
CUST00196,36,Female,Keyboard,2699.38,Brazil
CUST00197,39,Unspecified,Laptop,1088.5,South Africa
CUST00198,59,Unspecified,Monitor,1440.16,South Africa
CUST00199,42,Unspecified,Keyboard,1377.75,Brazil
CUST00200,42,Male,Camera,2681.68,Brazil
CUST00201,23,Male,Keyboard,908.35,UK
CUST00202,42,Male,Smartphone,1289.5,India
CUST00203,59,Unspecified,Headphones,2908.55,Canada
CUST00204,22,Unspecified,Keyboard,2425.49,USA
CUST00205,56,Female,Mouse,732.01,Japan
CUST00206,69,Female,Smartwatch,2824.67,South Africa
CUST00207,72,Female,Smartphone,2105.63,India
CUST00208,51,Unspecified,Camera,286.03,Canada
CUST00209,79,Female,Laptop,228.33,France
CUST00210,76,Female,Speaker,1648.52,India
CUST00211,80,Female,Camera,2310.04,USA
CUST00212,50,Male,Laptop,1917.52,Japan
CUST00213,22,Female,Speaker,237.78,Germany
CUST00214,65,Female,Camera,1312.4,India
CUST00215,36,Male,Headphones,2538.96,Australia
CUST00216,22,Female,Camera,1418.85,Brazil
CUST00217,22,Female,Camera,1281.82,India
CUST00218,72,Unspecified,Smartwatch,1448.65,Australia
CUST00219,72,Male,Smartwatch,1492.78,Brazil
CUST00220,27,Female,Speaker,2729.14,USA
CUST00221,59,Male,Speaker,1813.19,Brazil
CUST00222,34,Unspecified,Monitor,742.66,Japan
CUST00223,80,Female,Mouse,2480.55,Australia
CUST00224,66,Unspecified,Monitor,413.46,UK
CUST00225,77,Unspecified,Keyboard,2928.86,Australia
CUST00226,51,Male,Keyboard,2701.47,Australia
CUST00227,56,Male,Smartwatch,710.48,South Africa
CUST00228,30,Unspecified,Speaker,2550.35,UK
CUST00229,78,Unspecified,Monitor,354.7,Germany
CUST00230,74,Female,Monitor,2484.1,Japan
CUST00231,19,Male,Mouse,1561.39,South Africa
CUST00232,53,Male,Speaker,150.71,USA
CUST00233,24,Male,Monitor,2199.21,South Africa
CUST00234,71,Unspecified,Tablet,690.24,USA
CUST00235,28,Female,Smartphone,2074.2,South Africa
CUST00236,41,Male,Monitor,2684.34,Germany
CUST00237,75,Female,Headphones,1583.01,UK
CUST00238,77,Unspecified,Speaker,1326.26,Brazil
CUST00239,55,Unspecified,Keyboard,1414.22,India
CUST00240,59,Male,Mouse,2073.5,South Africa
CUST00241,45,Unspecified,Laptop,1122.57,UK
CUST00242,59,Female,Keyboard,842.4,South Africa
CUST00243,68,Unspecified,Keyboard,120.75,USA
CUST00244,61,Male,Mouse,345.92,Canada
CUST00245,34,Female,Mouse,2257.47,Australia
CUST00246,30,Male,Headphones,644.03,South Africa
CUST00247,69,Female,Smartphone,1368.49,France
CUST00248,31,Unspecified,Mouse,2595.23,Australia
CUST00249,63,Unspecified,Headphones,1829.37,Canada
CUST00250,20,Female,Smartphone,2320.29,Canada
CUST00251,59,Unspecified,Tablet,527.32,Australia
CUST00252,72,Male,Mouse,2774.63,France
CUST00253,19,Male,Monitor,1375.98,Australia
CUST00254,66,Unspecified,Laptop,430.38,Japan
CUST00255,49,Male,Tablet,1316.06,South Africa
CUST00256,57,Female,Smartphone,338.91,Canada
CUST00257,25,Male,Smartphone,916.4,France
CUST00258,74,Male,Smartwatch,2895.56,Japan
CUST00259,70,Female,Speaker,1860.08,Japan
CUST00260,26,Unspecified,Laptop,1327.03,Brazil
CUST00261,63,Unspecified,Keyboard,2076.38,Australia
CUST00262,46,Unspecified,Smartphone,1227.56,India
CUST00263,72,Male,Camera,1383.51,India
CUST00264,64,Male,Mouse,744.77,UK
CUST00265,77,Male,Camera,158.62,Canada
CUST00266,21,Unspecified,Camera,2183.31,Japan
CUST00267,35,Unspecified,Headphones,143.06,Canada
CUST00268,79,Unspecified,Mouse,589.53,South Africa
CUST00269,49,Female,Keyboard,1155.43,UK
CUST00270,48,Unspecified,Smartphone,2930.26,Brazil
CUST00271,55,Unspecified,Speaker,2276.59,Germany
CUST00272,19,Male,Headphones,1065.75,USA
CUST00273,50,Unspecified,Keyboard,106.88,South Africa
CUST00274,42,Male,Monitor,750.69,Canada
CUST00275,71,Unspecified,Smartwatch,2358.31,Australia
CUST00276,63,Female,Speaker,2445.78,South Africa
CUST00277,30,Male,Mouse,1310.35,Canada
CUST00278,76,Male,Laptop,2022.16,Australia
CUST00279,63,Female,Tablet,1470.7,Japan
CUST00280,49,Male,Speaker,445.58,Australia
CUST00281,23,Male,Tablet,1070.55,Germany
CUST00282,47,Male,Monitor,2543.14,USA
CUST00283,35,Male,Smartwatch,2755.3,USA
CUST00284,51,Male,Laptop,1972.45,France
CUST00285,52,Female,Smartwatch,2393.49,USA
CUST00286,45,Unspecified,Smartwatch,2816.44,Germany
CUST00287,46,Unspecified,Laptop,1575.82,Canada
CUST00288,44,Male,Speaker,289.06,Brazil
CUST00289,64,Female,Laptop,1012.53,South Africa
CUST00290,63,Unspecified,Headphones,1445.17,Germany
CUST00291,29,Female,Mouse,422.29,South Africa
CUST00292,34,Female,Laptop,2512.71,South Africa
CUST00293,35,Female,Smartphone,2602.08,South Africa
CUST00294,80,Female,Tablet,2457.08,Japan
CUST00295,76,Female,Speaker,2692.51,USA
CUST00296,39,Male,Headphones,1574.66,France
CUST00297,29,Unspecified,Smartphone,55.2,UK
CUST00298,44,Unspecified,Tablet,665.76,India
CUST00299,70,Male,Monitor,2642.4,Brazil
CUST00300,32,Unspecified,Monitor,245.66,Canada
CUST00301,49,Unspecified,Laptop,2634.39,Canada
CUST00302,21,Unspecified,Headphones,374.59,Germany
CUST00303,75,Female,Smartphone,1598.87,Canada
CUST00304,32,Male,Smartphone,2232.02,Australia
CUST00305,29,Female,Camera,2533.74,Japan
CUST00306,75,Unspecified,Laptop,1919.87,South Africa
CUST00307,57,Unspecified,Tablet,2251.29,Brazil
CUST00308,33,Female,Headphones,659.43,South Africa
CUST00309,59,Unspecified,Speaker,2771.71,France
CUST00310,39,Unspecified,Headphones,407.07,Australia
CUST00311,61,Unspecified,Smartphone,1601.48,Germany
CUST00312,76,Female,Smartwatch,1851.97,UK
CUST00313,70,Female,Headphones,1269.23,France
CUST00314,33,Female,Mouse,2220.0,Japan
CUST00315,56,Unspecified,Smartwatch,509.95,South Africa
CUST00316,25,Female,Smartphone,2189.57,South Africa
CUST00317,66,Female,Speaker,191.76,Japan
CUST00318,68,Male,Tablet,1640.55,Japan
CUST00319,75,Male,Mouse,2391.68,Japan
CUST00320,35,Male,Speaker,2889.59,India
CUST00321,21,Unspecified,Laptop,533.22,India
CUST00322,19,Male,Mouse,2851.54,Australia
CUST00323,38,Female,Smartwatch,2148.28,India
CUST00324,62,Unspecified,Monitor,2116.74,Japan
CUST00325,53,Male,Mouse,1513.12,Germany
CUST00326,46,Male,Camera,2595.65,Brazil
CUST00327,67,Male,Monitor,2891.93,Brazil
CUST00328,55,Unspecified,Keyboard,1889.43,Brazil
CUST00329,38,Female,Tablet,684.45,USA
CUST00330,75,Female,Tablet,2834.03,UK
CUST00331,64,Female,Mouse,1365.35,USA
CUST00332,63,Female,Camera,2651.82,USA
CUST00333,63,Female,Camera,460.15,Canada
CUST00334,77,Female,Laptop,858.66,Australia
CUST00335,52,Male,Camera,88.79,Australia
CUST00336,29,Unspecified,Speaker,38.97,South Africa
CUST00337,39,Female,Smartphone,2367.7,UK
CUST00338,64,Male,Keyboard,253.48,Brazil
CUST00339,70,Female,Camera,1008.68,South Africa
CUST00340,32,Male,Smartwatch,1851.21,France
CUST00341,37,Female,Mouse,1326.7,South Africa
CUST00342,35,Female,Headphones,244.25,India
CUST00343,62,Unspecified,Tablet,1507.35,Brazil
CUST00344,27,Unspecified,Smartwatch,1483.32,Japan
CUST00345,40,Unspecified,Mouse,699.36,France
CUST00346,77,Female,Laptop,1107.1,Australia
CUST00347,50,Female,Camera,1074.25,Canada
CUST00348,70,Male,Keyboard,1364.23,South Africa
CUST00349,38,Unspecified,Speaker,1430.62,France
CUST00350,50,Male,Speaker,1416.62,Germany
CUST00351,75,Female,Keyboard,767.22,Brazil
CUST00352,67,Unspecified,Headphones,1254.96,France
CUST00353,24,Male,Monitor,2358.98,USA
CUST00354,45,Unspecified,Mouse,2594.43,Canada
CUST00355,37,Female,Keyboard,1493.53,Germany
CUST00356,73,Male,Smartwatch,593.06,UK
CUST00357,70,Female,Smartphone,347.9,Australia
CUST00358,22,Unspecified,Keyboard,1807.58,India
CUST00359,43,Male,Speaker,1182.79,Brazil
CUST00360,49,Male,Mouse,2249.21,Germany
CUST00361,32,Female,Keyboard,2638.46,Canada
CUST00362,45,Female,Laptop,2612.96,UK
CUST00363,37,Unspecified,Speaker,1628.94,Japan
CUST00364,34,Unspecified,Camera,834.34,USA
CUST00365,23,Unspecified,Tablet,2527.01,USA
CUST00366,66,Female,Keyboard,80.03,Japan
CUST00367,55,Unspecified,Tablet,1568.28,Japan
CUST00368,33,Male,Tablet,503.08,Germany
CUST00369,53,Unspecified,Smartphone,2644.31,France
CUST00370,31,Unspecified,Headphones,307.21,Germany
CUST00371,74,Unspecified,Mouse,2419.12,South Africa
CUST00372,34,Male,Smartphone,571.8,Germany
CUST00373,62,Unspecified,Smartwatch,2973.52,Japan
CUST00374,34,Male,Monitor,1274.83,Japan
CUST00375,38,Male,Monitor,681.14,South Africa
CUST00376,21,Female,Tablet,1793.54,Brazil
CUST00377,30,Female,Mouse,1220.01,South Africa
CUST00378,25,Unspecified,Laptop,810.99,UK
CUST00379,80,Unspecified,Keyboard,2697.04,Germany
CUST00380,76,Male,Keyboard,2972.58,India
CUST00381,22,Male,Headphones,1666.0,Germany
CUST00382,78,Female,Keyboard,556.4,Australia
CUST00383,72,Unspecified,Speaker,2541.07,Canada
CUST00384,74,Male,Keyboard,1536.57,UK
CUST00385,74,Male,Camera,988.8,UK
CUST00386,19,Unspecified,Headphones,2295.24,South Africa
CUST00387,65,Unspecified,Camera,2871.01,Brazil
CUST00388,22,Male,Tablet,633.12,Australia
CUST00389,32,Male,Headphones,1275.96,France
CUST00390,40,Female,Smartphone,1861.26,South Africa
CUST00391,36,Male,Tablet,2259.0,Germany
CUST00392,50,Unspecified,Tablet,2831.26,Japan
CUST00393,22,Unspecified,Keyboard,133.97,India
CUST00394,40,Female,Laptop,2145.41,Brazil
CUST00395,56,Unspecified,Mouse,2304.46,USA
CUST00396,38,Male,Mouse,2054.2,India
CUST00397,26,Female,Smartwatch,1138.21,Germany
CUST00398,58,Male,Monitor,2787.02,Brazil
CUST00399,44,Unspecified,Keyboard,2902.59,USA
CUST00400,76,Female,Camera,2267.85,India
CUST00401,80,Female,Smartphone,346.64,Australia
CUST00402,56,Female,Smartwatch,2560.44,USA
CUST00403,35,Unspecified,Smartphone,1985.76,India
CUST00404,41,Male,Headphones,113.2,South Africa
CUST00405,47,Unspecified,Camera,1996.45,Canada
CUST00406,42,Male,Speaker,1060.74,India
CUST00407,57,Male,Monitor,634.68,Japan
CUST00408,39,Female,Headphones,1841.7,Canada
CUST00409,42,Unspecified,Camera,752.48,France
CUST00410,32,Unspecified,Mouse,2339.12,Australia
CUST00411,80,Male,Smartphone,2702.56,UK
CUST00412,66,Male,Monitor,2084.88,UK
CUST00413,68,Male,Monitor,2110.67,South Africa
CUST00414,59,Unspecified,Smartwatch,1506.95,USA
CUST00415,29,Unspecified,Keyboard,2271.56,Japan
CUST00416,67,Unspecified,Mouse,1582.87,Brazil
CUST00417,35,Male,Camera,49.72,South Africa
CUST00418,60,Female,Camera,2012.7,UK
CUST00419,23,Female,Smartwatch,650.88,Germany
CUST00420,61,Unspecified,Headphones,1103.4,Brazil
CUST00421,57,Female,Keyboard,2170.89,Germany
CUST00422,77,Female,Camera,1699.39,Germany
CUST00423,62,Male,Tablet,672.99,India
CUST00424,35,Male,Headphones,1028.72,Canada
CUST00425,63,Male,Monitor,173.85,Australia
CUST00426,64,Female,Monitor,49.2,USA
CUST00427,66,Male,Headphones,2588.05,Canada
CUST00428,33,Unspecified,Headphones,502.69,Australia
CUST00429,20,Male,Keyboard,139.61,Australia
CUST00430,50,Unspecified,Camera,1632.03,Canada
CUST00431,28,Unspecified,Mouse,731.1,Germany
CUST00432,53,Unspecified,Smartphone,1387.0,USA
CUST00433,40,Unspecified,Speaker,316.78,Japan
CUST00434,29,Female,Monitor,28.62,Japan
CUST00435,43,Male,Laptop,1093.07,Brazil
CUST00436,23,Male,Camera,2883.02,Australia
CUST00437,73,Female,Tablet,2059.92,France
CUST00438,20,Unspecified,Smartwatch,2880.02,UK
CUST00439,29,Unspecified,Keyboard,1340.68,India
CUST00440,28,Male,Laptop,163.4,South Africa
CUST00441,19,Male,Laptop,1786.23,Brazil
CUST00442,48,Male,Laptop,823.93,UK
CUST00443,43,Female,Speaker,2847.74,South Africa
CUST00444,77,Unspecified,Smartphone,152.98,France
CUST00445,57,Unspecified,Keyboard,1253.45,Germany
CUST00446,42,Female,Keyboard,169.83,UK
CUST00447,76,Unspecified,Headphones,73.74,India
CUST00448,19,Male,Smartwatch,52.56,Australia
CUST00449,57,Unspecified,Mouse,1346.13,South Africa
CUST00450,25,Female,Speaker,2435.49,UK
CUST00451,25,Unspecified,Keyboard,124.2,Australia
CUST00452,21,Unspecified,Keyboard,1421.83,India
CUST00453,58,Unspecified,Smartphone,2641.98,Australia
CUST00454,33,Female,Headphones,1756.26,India
CUST00455,52,Male,Smartwatch,433.69,USA
CUST00456,43,Male,Headphones,410.33,Japan
CUST00457,67,Female,Speaker,2951.47,Australia
CUST00458,36,Male,Laptop,1608.44,Australia
CUST00459,65,Male,Camera,588.87,UK
CUST00460,54,Unspecified,Camera,697.12,India
CUST00461,80,Unspecified,Headphones,1600.72,USA
CUST00462,42,Female,Camera,727.98,Canada
CUST00463,74,Female,Keyboard,1935.72,USA
CUST00464,59,Unspecified,Tablet,1799.27,Japan
CUST00465,51,Unspecified,Laptop,668.22,Germany
CUST00466,32,Unspecified,Smartphone,2213.19,France
CUST00467,40,Male,Speaker,1350.29,France
CUST00468,32,Male,Mouse,985.9,Germany
CUST00469,56,Female,Speaker,2724.24,UK
CUST00470,52,Male,Speaker,2192.83,France
CUST00471,42,Female,Smartphone,2827.74,France
CUST00472,80,Female,Smartwatch,2589.43,Germany
CUST00473,65,Unspecified,Speaker,783.46,Brazil
CUST00474,73,Female,Mouse,1267.03,UK
CUST00475,49,Unspecified,Laptop,504.58,Germany
CUST00476,60,Female,Mouse,1351.78,Japan
CUST00477,22,Female,Smartphone,1091.12,USA
CUST00478,52,Male,Headphones,2385.18,Canada
CUST00479,71,Male,Laptop,1011.34,USA
CUST00480,44,Unspecified,Headphones,2758.22,South Africa
CUST00481,43,Unspecified,Speaker,477.78,Brazil
CUST00482,49,Unspecified,Headphones,84.22,USA
CUST00483,26,Female,Headphones,1885.13,South Africa
CUST00484,57,Unspecified,Laptop,1592.93,India
CUST00485,54,Unspecified,Keyboard,2363.33,Japan
CUST00486,78,Female,Tablet,1782.07,Germany
CUST00487,35,Unspecified,Headphones,663.54,Germany
CUST00488,66,Male,Smartphone,2104.96,Australia
CUST00489,75,Female,Smartwatch,1148.2,Brazil
CUST00490,30,Male,Smartphone,2870.89,Japan
CUST00491,42,Unspecified,Camera,2291.28,Brazil
CUST00492,68,Unspecified,Headphones,2863.81,France
CUST00493,43,Unspecified,Keyboard,938.67,Australia
CUST00494,78,Unspecified,Monitor,1413.08,South Africa
CUST00495,54,Female,Keyboard,2887.96,Australia
CUST00496,29,Unspecified,Camera,42.07,Brazil
CUST00497,51,Female,Headphones,2315.81,India
CUST00498,53,Male,Tablet,1721.5,Brazil
CUST00499,20,Female,Tablet,1553.01,Brazil
CUST00500,63,Female,Keyboard,897.3,Japan
CUST00501,41,Female,Smartwatch,947.93,Brazil
CUST00502,19,Unspecified,Smartphone,2658.91,France
CUST00503,59,Male,Monitor,1824.84,Canada
CUST00504,21,Male,Monitor,1379.31,Brazil
CUST00505,74,Unspecified,Headphones,383.67,South Africa
CUST00506,18,Female,Monitor,1685.61,Japan
CUST00507,65,Unspecified,Monitor,1788.77,Brazil
CUST00508,41,Unspecified,Headphones,1028.66,Australia
CUST00509,62,Male,Monitor,1391.09,Japan
CUST00510,80,Male,Monitor,1687.05,Japan
CUST00511,52,Female,Smartphone,1026.04,South Africa
CUST00512,77,Female,Camera,545.06,Australia
CUST00513,50,Unspecified,Smartwatch,469.2,India
CUST00514,41,Male,Speaker,205.19,USA
CUST00515,45,Unspecified,Mouse,2376.3,South Africa
CUST00516,41,Male,Laptop,126.43,Australia
CUST00517,52,Unspecified,Smartphone,2195.61,France
CUST00518,38,Female,Monitor,1258.01,France
CUST00519,25,Female,Smartwatch,1186.85,Japan
CUST00520,65,Male,Keyboard,2999.93,Australia
CUST00521,32,Unspecified,Smartwatch,1342.24,India
CUST00522,19,Female,Headphones,1439.7,UK
CUST00523,63,Unspecified,Smartwatch,1828.66,Canada
CUST00524,74,Unspecified,Smartwatch,647.13,South Africa
CUST00525,49,Female,Smartwatch,2961.45,USA
CUST00526,53,Male,Tablet,1214.81,UK
CUST00527,32,Male,Tablet,1780.09,South Africa
CUST00528,55,Female,Speaker,2348.54,UK
CUST00529,19,Male,Monitor,1342.89,Australia
CUST00530,37,Male,Smartwatch,2866.11,France
CUST00531,34,Male,Tablet,875.9,Australia
CUST00532,71,Male,Monitor,2289.89,Canada
CUST00533,62,Female,Smartphone,2734.99,India
CUST00534,69,Unspecified,Smartwatch,119.68,India
CUST00535,18,Male,Laptop,973.47,Brazil
CUST00536,60,Unspecified,Laptop,2524.43,UK
CUST00537,58,Female,Speaker,1869.46,Germany
CUST00538,80,Unspecified,Headphones,2742.51,Brazil
CUST00539,70,Unspecified,Speaker,1046.7,Brazil
CUST00540,27,Unspecified,Mouse,1761.46,Germany
