CustomerID,Age,Gender,EducationLevel,Income,LoanApproved
CUST00059,41,Unspecified,High School,88447.08,False
CUST00060,48,Female,Master's Degree,78649.78,False
CUST00061,27,Male,Bachelor's Degree,140917.01,True
CUST00062,63,Male,Associate Degree,84431.47,True
CUST00063,75,Unspecified,Associate Degree,61813.75,False
CUST00064,47,Unspecified,PhD,121505.01,True
CUST00065,23,Female,Associate Degree,21811.5,False
CUST00066,41,Unspecified,High School,86609.21,False
CUST00067,36,Unspecified,Associate Degree,32881.16,True
CUST00068,43,Female,Master's Degree,141366.8,True
CUST00069,66,Unspecified,Associate Degree,48150.86,True
CUST00070,31,Unspecified,PhD,48387.76,True
CUST00071,30,Female,Associate Degree,48614.1,True
CUST00072,45,Unspecified,Associate Degree,65124.9,True
CUST00073,29,Male,High School,54632.3,False
CUST00074,61,Unspecified,Associate Degree,69390.07,True
CUST00075,46,Unspecified,PhD,85563.27,True
CUST00076,65,Male,High School,78664.53,False
CUST00077,28,Female,Master's Degree,143715.85,False
CUST00078,69,Female,Bachelor's Degree,106174.44,False
CUST00079,74,Female,High School,38396.39,False
CUST00080,29,Unspecified,Master's Degree,146734.94,True
CUST00081,32,Unspecified,High School,72771.27,True
CUST00082,40,Unspecified,Master's Degree,78609.17,True
CUST00083,48,Male,Master's Degree,106534.71,False
CUST00084,21,Unspecified,Associate Degree,24690.46,True
CUST00085,49,Male,Master's Degree,126651.94,True
CUST00086,70,Unspecified,Bachelor's Degree,140509.55,False
CUST00087,24,Female,Associate Degree,127304.99,False
CUST00088,69,Female,Master's Degree,102977.33,True
CUST00089,24,Female,Master's Degree,117465.7,True
CUST00090,47,Unspecified,Associate Degree,32222.77,False
CUST00091,57,Unspecified,High School,100359.23,True
CUST00092,43,Male,Bachelor's Degree,26254.7,True
CUST00093,32,Female,PhD,45121.28,True
CUST00094,37,Unspecified,Bachelor's Degree,81181.1,False
CUST00095,60,Female,Master's Degree,148453.17,True
CUST00096,22,Female,High School,51512.42,False
CUST00097,26,Female,PhD,88174.87,True
CUST00098,37,Male,Master's Degree,36174.4,True
CUST00099,21,Male,Bachelor's Degree,40409.51,True
CUST00100,26,Male,PhD,62805.41,True
CUST00101,22,Male,High School,89519.63,True
CUST00102,74,Male,PhD,54332.02,False
CUST00103,22,Male,Master's Degree,86496.92,False
CUST00104,52,Unspecified,PhD,45559.62,True
CUST00105,66,Male,Bachelor's Degree,130127.28,True
CUST00106,47,Unspecified,Bachelor's Degree,95025.68,False
CUST00107,19,Unspecified,Master's Degree,21794.25,True
CUST00108,56,Female,Bachelor's Degree,72658.25,False
CUST00109,69,Unspecified,PhD,125836.02,True
CUST00110,69,Unspecified,Associate Degree,142396.02,False
CUST00111,19,Male,Master's Degree,62744.16,False
CUST00112,41,Female,Bachelor's Degree,88490.29,False
CUST00113,28,Female,PhD,38189.56,True
CUST00114,73,Female,High School,148555.92,True
CUST00115,34,Unspecified,Master's Degree,94990.92,False
CUST00116,60,Male,Master's Degree,135857.01,False
CUST00117,64,Male,Associate Degree,127787.76,True
CUST00118,45,Female,Associate Degree,71797.77,True
CUST00119,40,Female,High School,122446.12,True
CUST00120,55,Female,Associate Degree,108960.97,True
CUST00121,55,Unspecified,PhD,138831.81,True
CUST00122,79,Male,Bachelor's Degree,111420.98,True
CUST00123,21,Unspecified,PhD,140784.74,False
CUST00124,70,Male,High School,71207.13,True
CUST00125,48,Male,PhD,65493.74,False
CUST00126,46,Female,PhD,91831.35,True
CUST00127,52,Male,High School,24512.17,True
CUST00128,48,Female,Bachelor's Degree,21408.31,True
CUST00129,67,Male,PhD,80472.56,True
CUST00130,60,Female,Master's Degree,121267.33,False
CUST00131,55,Unspecified,Bachelor's Degree,52563.08,False
CUST00132,66,Unspecified,Associate Degree,69186.09,False
CUST00133,27,Unspecified,High School,142845.14,True
CUST00134,31,Female,Master's Degree,30116.91,False
CUST00135,50,Male,PhD,36675.8,False
CUST00136,55,Female,Bachelor's Degree,119155.74,True
CUST00137,55,Unspecified,PhD,21785.59,True
CUST00138,40,Unspecified,Bachelor's Degree,62737.47,True
CUST00139,59,Male,Master's Degree,61157.16,True
CUST00140,71,Unspecified,Bachelor's Degree,139099.47,True
CUST00141,34,Female,High School,111703.84,True
CUST00142,22,Male,Master's Degree,140704.13,False
CUST00143,55,Unspecified,Bachelor's Degree,32481.66,True
CUST00144,41,Female,Master's Degree,143064.99,False
CUST00145,51,Female,Master's Degree,137611.23,False
CUST00146,35,Male,Master's Degree,83994.29,False
CUST00147,71,Male,Associate Degree,101664.88,True
CUST00148,52,Female,PhD,77384.49,False
CUST00149,61,Male,Master's Degree,141315.07,False
CUST00150,21,Female,Master's Degree,24405.19,True
CUST00151,74,Unspecified,Associate Degree,138451.71,True
CUST00152,23,Female,Associate Degree,122441.61,False
CUST00153,65,Unspecified,PhD,85917.07,True
CUST00154,39,Male,High School,82380.1,True
CUST00155,36,Male,High School,35020.69,False
CUST00156,21,Male,Bachelor's Degree,31730.87,False
CUST00157,49,Female,Associate Degree,105937.63,False
CUST00158,24,Male,Bachelor's Degree,121294.6,False
CUST00159,60,Female,Master's Degree,44538.83,False
CUST00160,18,Male,Master's Degree,41228.63,False
CUST00161,74,Male,PhD,60670.27,True
CUST00162,31,Male,Bachelor's Degree,104660.93,False
CUST00163,63,Unspecified,High School,129373.9,False
CUST00164,59,Female,Bachelor's Degree,111845.85,True
CUST00165,76,Unspecified,PhD,141728.58,False
CUST00166,77,Male,Associate Degree,121043.26,False
CUST00167,44,Female,Master's Degree,97329.97,False
CUST00168,25,Female,PhD,43762.45,True
CUST00169,77,Female,High School,94064.85,False
CUST00170,77,Female,PhD,28800.81,True
CUST00171,35,Female,PhD,76152.37,True
CUST00172,42,Unspecified,Associate Degree,46622.41,True
CUST00173,42,Unspecified,Associate Degree,31986.54,True
CUST00174,68,Female,High School,144138.99,True
CUST00175,45,Female,Associate Degree,49751.21,False
CUST00176,40,Female,Master's Degree,122051.8,True
CUST00177,35,Unspecified,Bachelor's Degree,87070.74,True
CUST00178,19,Unspecified,Associate Degree,113258.16,True
CUST00179,65,Unspecified,Associate Degree,129927.47,False
CUST00180,57,Male,PhD,36882.25,True
CUST00181,59,Male,Bachelor's Degree,113987.68,True
CUST00182,78,Female,PhD,147724.62,False
CUST00183,29,Unspecified,PhD,134724.55,False
CUST00184,32,Female,High School,61844.96,False
CUST00185,75,Unspecified,Master's Degree,96548.9,False
CUST00186,65,Unspecified,Bachelor's Degree,34069.19,True
CUST00187,39,Female,High School,100568.98,True
CUST00188,31,Unspecified,Associate Degree,130670.64,False
CUST00189,57,Female,PhD,94299.1,False
CUST00190,78,Female,PhD,122367.51,True
CUST00191,59,Unspecified,Associate Degree,135858.63,True
CUST00192,47,Male,Master's Degree,117299.87,True
CUST00193,69,Male,High School,132401.04,False
CUST00194,39,Unspecified,Associate Degree,103936.27,True
CUST00195,69,Unspecified,PhD,60355.91,False
CUST00196,80,Unspecified,Associate Degree,78662.59,False
CUST00197,65,Female,High School,53434.98,True
CUST00198,29,Unspecified,Master's Degree,144243.05,True
CUST00199,76,Male,Associate Degree,110086.79,True
CUST00200,78,Female,PhD,60528.24,False
CUST00201,22,Unspecified,Bachelor's Degree,88740.69,False
CUST00202,39,Unspecified,Master's Degree,73959.02,False
CUST00203,21,Male,High School,51906.06,True
CUST00204,66,Female,PhD,115249.4,True
CUST00205,30,Male,Master's Degree,108561.62,True
CUST00206,43,Male,Bachelor's Degree,43025.3,True
CUST00207,37,Unspecified,Bachelor's Degree,126254.18,True
CUST00208,46,Unspecified,High School,55263.71,True
CUST00209,56,Unspecified,Associate Degree,115169.31,True
CUST00210,36,Female,Master's Degree,103016.27,True
CUST00211,23,Female,PhD,76732.07,False
CUST00212,72,Unspecified,High School,103258.26,True
CUST00213,22,Female,Bachelor's Degree,84204.68,True
CUST00214,73,Unspecified,Master's Degree,43946.27,False
CUST00215,43,Unspecified,PhD,126192.35,False
CUST00216,34,Female,Associate Degree,20748.97,True
CUST00217,42,Unspecified,Bachelor's Degree,101174.03,False
CUST00218,60,Unspecified,High School,82077.69,True
CUST00219,69,Male,Associate Degree,139977.71,False
CUST00220,25,Male,PhD,96436.97,False
CUST00221,40,Male,High School,93628.88,False
CUST00222,60,Unspecified,PhD,78067.45,False
CUST00223,75,Unspecified,High School,64305.64,False
CUST00224,39,Female,Associate Degree,93645.27,True
CUST00225,44,Unspecified,Bachelor's Degree,84064.64,False
CUST00226,72,Unspecified,High School,52236.51,False
CUST00227,73,Female,Bachelor's Degree,132758.02,False
CUST00228,32,Female,PhD,133700.43,False
CUST00229,25,Unspecified,Master's Degree,133410.37,True
CUST00230,25,Female,Bachelor's Degree,54979.06,True
CUST00231,38,Female,High School,40499.9,True
CUST00232,42,Female,Master's Degree,23139.03,False
CUST00233,51,Female,Master's Degree,138343.87,False
CUST00234,67,Unspecified,Bachelor's Degree,148096.15,True
CUST00235,69,Unspecified,Master's Degree,23963.87,False
CUST00236,76,Female,PhD,56477.51,False
CUST00237,22,Unspecified,Associate Degree,119022.21,False
CUST00238,25,Female,Master's Degree,43467.76,True
CUST00239,18,Male,Associate Degree,69792.03,False
CUST00240,29,Unspecified,Master's Degree,25879.54,True
CUST00241,37,Male,Associate Degree,131535.13,True
CUST00242,42,Unspecified,Bachelor's Degree,52148.74,True
CUST00243,32,Unspecified,Master's Degree,75880.69,True
CUST00244,22,Unspecified,Associate Degree,61274.65,False
CUST00245,24,Unspecified,PhD,123877.8,False
CUST00246,,Unspecified,PhD,82383.14,False
CUST00247,45,Unspecified,Master's Degree,124946.11,False
CUST00248,73,Unspecified,Associate Degree,95856.04,False
CUST00249,61,Unspecified,High School,54649.51,False
CUST00250,28,Unspecified,Bachelor's Degree,71913.71,False
CUST00251,20,Unspecified,High School,47063.67,False
CUST00252,32,Male,Associate Degree,60759.26,True
CUST00253,64,Unspecified,Bachelor's Degree,94381.41,True
CUST00254,41,Unspecified,Bachelor's Degree,134977.96,True
CUST00255,20,Male,Bachelor's Degree,68116.62,True
CUST00256,75,Male,High School,47580.02,False
CUST00257,53,Female,Bachelor's Degree,42759.08,False
CUST00258,43,Male,Bachelor's Degree,30031.58,True
CUST00259,53,Male,Bachelor's Degree,107949.5,False
CUST00260,75,Unspecified,Associate Degree,96856.67,False
CUST00261,33,Unspecified,Master's Degree,96582.3,True
CUST00262,62,Male,High School,57400.29,False
CUST00263,56,Male,Master's Degree,106191.51,True
CUST00264,29,Unspecified,High School,66042.1,True
CUST00265,30,Female,Bachelor's Degree,52608.63,False
CUST00266,49,Female,PhD,85806.72,True
CUST00267,64,Unspecified,PhD,90503.41,True
CUST00268,21,Male,PhD,123078.4,True
CUST00269,61,Unspecified,PhD,81348.96,True
CUST00270,22,Unspecified,Bachelor's Degree,43208.07,True
CUST00271,49,Unspecified,Associate Degree,103421.57,False
CUST00272,77,Unspecified,Bachelor's Degree,124389.39,True
CUST00273,47,Male,PhD,98102.52,False
CUST00274,19,Female,PhD,35395.11,True
CUST00275,35,Male,Master's Degree,49314.33,True
CUST00276,51,Male,High School,82740.78,False
CUST00277,39,Male,Associate Degree,110277.33,True
CUST00278,55,Female,Bachelor's Degree,143639.06,True
CUST00279,49,Unspecified,High School,23488.73,False
CUST00280,63,Male,Bachelor's Degree,90590.56,False
CUST00281,41,Female,Master's Degree,48779.43,False
CUST00282,49,Unspecified,Associate Degree,138941.81,True
CUST00283,29,Male,Bachelor's Degree,143988.25,False
CUST00284,57,Unspecified,PhD,143717.76,True
CUST00285,33,Unspecified,PhD,142033.94,False
CUST00286,38,Male,Associate Degree,123203.77,False
CUST00287,32,Female,Bachelor's Degree,44676.71,False
CUST00288,21,Female,Associate Degree,85449.74,False
CUST00289,28,Unspecified,Master's Degree,83060.83,False
CUST00290,36,Unspecified,Master's Degree,75934.13,False
CUST00291,43,Male,Master's Degree,31608.89,True
CUST00292,39,Male,PhD,46176.85,False
CUST00293,19,Male,PhD,20836.62,True
CUST00294,68,Female,Associate Degree,23987.17,True
CUST00295,51,Male,PhD,44889.41,False
CUST00296,41,Female,Associate Degree,82809.29,True
CUST00297,26,Unspecified,Associate Degree,36303.34,False
CUST00298,21,Unspecified,Master's Degree,116305.82,False
CUST00299,44,Female,Associate Degree,44634.14,True
CUST00300,54,Female,Bachelor's Degree,111548.72,False
CUST00301,40,Female,Bachelor's Degree,142709.98,True
CUST00302,39,Unspecified,Bachelor's Degree,47544.09,False
CUST00303,29,Female,High School,119934.99,True
CUST00304,72,Unspecified,Bachelor's Degree,61684.51,False
CUST00305,56,Female,Associate Degree,89842.54,True
CUST00306,43,Male,Associate Degree,21138.05,True
CUST00307,22,Female,PhD,48463.15,False
CUST00308,79,Unspecified,High School,115962.33,True
CUST00309,39,Male,High School,52943.22,False
CUST00310,22,Female,High School,49620.56,True
CUST00311,60,Female,PhD,145548.06,True
CUST00312,53,Male,Associate Degree,115769.24,False
CUST00313,69,Male,Associate Degree,92165.05,True
CUST00314,43,Unspecified,Associate Degree,45687.02,True
CUST00315,54,Male,PhD,130053.01,False
CUST00316,19,Female,PhD,49909.78,True
CUST00317,63,Unspecified,Master's Degree,52183.99,True
CUST00318,63,Female,PhD,55391.19,False
CUST00319,42,Female,High School,26525.89,True
CUST00320,69,Male,Associate Degree,36172.54,True
CUST00321,74,Female,Associate Degree,106488.48,True
CUST00322,42,Female,Associate Degree,143248.12,False
CUST00323,62,Female,Master's Degree,41855.45,True
CUST00324,24,Female,High School,29931.63,False
CUST00325,78,Female,Associate Degree,113052.34,True
CUST00326,62,Female,Master's Degree,136006.42,True
CUST00327,66,Female,Associate Degree,102339.99,False
CUST00328,62,Female,Master's Degree,41091.19,True
CUST00329,55,Male,Bachelor's Degree,145341.81,False
CUST00330,29,Female,Associate Degree,77061.11,True
CUST00331,77,Female,Bachelor's Degree,102638.76,False
CUST00332,40,Male,PhD,68306.57,True
CUST00333,47,Male,Associate Degree,36122.64,True
CUST00334,76,Unspecified,High School,82724.64,False
CUST00335,74,Unspecified,PhD,53780.2,True
CUST00336,66,Female,High School,24848.21,True
CUST00337,20,Unspecified,Bachelor's Degree,65545.31,False
CUST00338,43,Female,High School,53555.17,True
CUST00339,30,Female,High School,70986.08,False
CUST00340,50,Male,Bachelor's Degree,143167.58,True
CUST00341,28,Male,Associate Degree,81064.52,False
CUST00342,36,Male,PhD,58952.9,True
CUST00343,48,Female,Bachelor's Degree,127575.38,False
CUST00344,35,Male,Master's Degree,53668.55,True
CUST00345,31,Unspecified,Associate Degree,31426.99,True
CUST00346,18,Female,PhD,104875.12,True
CUST00347,59,Unspecified,High School,122777.27,True
CUST00348,46,Unspecified,Master's Degree,88089.66,True
CUST00349,20,Male,Bachelor's Degree,41399.09,False
CUST00350,38,Female,PhD,88283.97,False
CUST00351,68,Unspecified,Bachelor's Degree,87199.49,True
CUST00352,57,Female,Bachelor's Degree,146500.44,True
CUST00353,38,Male,High School,132604.36,False
CUST00354,40,Female,Master's Degree,149729.23,True
CUST00355,61,Female,Bachelor's Degree,75583.08,True
CUST00356,44,Female,PhD,75262.84,True
CUST00357,45,Female,High School,139960.2,True
CUST00358,48,Male,PhD,50362.71,False
CUST00359,42,Unspecified,PhD,143312.55,False
CUST00360,47,Male,Associate Degree,86727.76,False
CUST00361,30,Unspecified,Associate Degree,130114.6,False
CUST00362,27,Female,Master's Degree,44242.76,True
CUST00363,56,Male,PhD,117010.28,True
CUST00364,33,Female,Master's Degree,63692.63,True
CUST00365,53,Unspecified,PhD,86637.66,False
CUST00366,32,Female,PhD,64436.14,False
CUST00367,50,Female,Master's Degree,130482.49,True
CUST00368,40,Female,Bachelor's Degree,94455.33,True
CUST00369,71,Female,Bachelor's Degree,26864.25,False
CUST00370,72,Female,Associate Degree,111297.53,True
CUST00371,46,Male,Master's Degree,108166.9,True
CUST00372,18,Female,High School,49712.82,True
CUST00373,45,Female,Master's Degree,32100.55,False
CUST00374,57,Male,Bachelor's Degree,127077.3,True
CUST00375,56,Unspecified,High School,94372.82,False
CUST00376,43,Unspecified,Associate Degree,39832.31,False
CUST00377,44,Female,Bachelor's Degree,22141.91,False
CUST00378,74,Female,Bachelor's Degree,98262.21,False
CUST00379,35,Male,Bachelor's Degree,75923.44,True
CUST00380,73,Female,Bachelor's Degree,143870.67,True
CUST00381,61,Female,PhD,135363.96,False
CUST00382,79,Male,Master's Degree,32856.11,False
CUST00383,44,Female,PhD,111694.53,False
CUST00384,23,Male,Master's Degree,39492.89,False
CUST00385,31,Female,Associate Degree,100709.45,False
CUST00386,30,Unspecified,High School,91069.79,True
CUST00387,73,Male,Master's Degree,43437.8,False
CUST00388,63,Male,Bachelor's Degree,1113601.78,True
CUST00389,53,Unspecified,Associate Degree,63440.95,False
CUST00390,54,Unspecified,PhD,118492.27,False
CUST00391,48,Female,Associate Degree,135333.35,True
CUST00392,76,Unspecified,Associate Degree,64976.98,False
CUST00393,49,Male,PhD,68127.97,False
CUST00394,52,Female,Bachelor's Degree,106390.64,True
CUST00395,25,Female,High School,129965.08,True
CUST00396,60,Male,Bachelor's Degree,31506.92,False
CUST00397,20,Female,Bachelor's Degree,97360.43,True
CUST00398,32,Unspecified,High School,50253.0,True
CUST00399,63,Unspecified,Associate Degree,145474.8,False
CUST00400,44,Male,PhD,83737.6,True
CUST00401,77,Female,High School,121535.75,False
CUST00402,31,Female,Master's Degree,80574.59,True
CUST00403,41,Male,Associate Degree,119954.11,False
CUST00404,46,Female,High School,86360.81,False
CUST00405,40,Male,PhD,137276.79,True
CUST00406,34,Male,High School,47833.2,True
CUST00407,74,Male,High School,116086.16,True
CUST00408,79,Unspecified,High School,54702.09,False
CUST00409,54,Female,High School,63405.0,False
CUST00410,75,Male,Master's Degree,47562.43,False
CUST00411,32,Male,PhD,24082.89,False
CUST00412,77,Unspecified,High School,131098.3,True
CUST00413,66,Female,PhD,134744.69,True
CUST00414,34,Unspecified,Master's Degree,48926.28,False
CUST00415,60,Female,Associate Degree,49730.56,False
CUST00416,65,Female,PhD,32812.15,True
CUST00417,72,Male,High School,32510.03,False
CUST00418,74,Male,High School,64012.05,False
CUST00419,80,Female,Bachelor's Degree,119858.41,False
CUST00420,47,Male,High School,70109.0,False
CUST00421,72,Female,High School,51606.57,False
CUST00422,18,Unspecified,Associate Degree,68031.41,False
CUST00423,61,Male,Associate Degree,98171.47,True
CUST00424,32,Unspecified,Bachelor's Degree,147738.99,False
CUST00425,41,Unspecified,High School,146294.29,True
CUST00426,23,Male,Bachelor's Degree,109602.96,False
CUST00427,63,Unspecified,PhD,117608.02,True
CUST00428,39,Unspecified,High School,127921.06,True
CUST00429,55,Female,PhD,26225.08,False
CUST00430,73,Unspecified,High School,25350.61,True
CUST00431,19,Male,PhD,145844.12,False
CUST00432,39,Male,Bachelor's Degree,22496.72,False
CUST00433,21,Unspecified,Master's Degree,54391.02,True
CUST00434,49,Female,Bachelor's Degree,108587.94,True
CUST00435,48,Female,Bachelor's Degree,133067.07,False
CUST00436,45,Unspecified,Bachelor's Degree,45625.33,True
CUST00437,69,Male,Associate Degree,90092.51,False
CUST00438,19,Unspecified,High School,79485.39,True
CUST00439,48,Female,High School,130480.63,False
CUST00440,45,Unspecified,Bachelor's Degree,113739.29,True
CUST00441,36,Unspecified,High School,118373.9,False
CUST00442,72,Male,Master's Degree,124429.95,False
CUST00443,43,Female,Bachelor's Degree,143239.95,False
CUST00444,23,Unspecified,Bachelor's Degree,58020.41,False
CUST00445,65,Unspecified,Master's Degree,114951.54,False
CUST00446,56,Female,PhD,54616.07,False
CUST00447,78,Male,Bachelor's Degree,145978.66,False
CUST00448,21,Female,Master's Degree,133767.09,False
CUST00449,23,Female,High School,60498.61,False
CUST00450,34,Female,High School,85438.63,True
CUST00451,18,Female,Master's Degree,54976.64,True
CUST00452,63,Female,High School,102800.44,True
CUST00453,62,Female,Bachelor's Degree,92590.01,True
CUST00454,36,Male,Bachelor's Degree,115574.78,False
CUST00455,46,Male,Associate Degree,58058.38,False
CUST00456,64,Male,PhD,135679.62,False
CUST00457,73,Female,Master's Degree,116526.67,True
CUST00458,67,Unspecified,High School,61794.16,True
CUST00459,40,Female,Master's Degree,28656.17,True
CUST00460,23,Female,High School,100926.14,True
CUST00461,55,Male,Master's Degree,94569.96,True
CUST00462,71,Unspecified,High School,146012.64,True
CUST00463,69,Unspecified,Associate Degree,85511.18,True
CUST00464,36,Unspecified,High School,107006.32,False
CUST00465,46,Unspecified,Associate Degree,87052.58,True
CUST00466,28,Unspecified,PhD,130428.58,True
CUST00467,55,Unspecified,High School,40018.05,False
CUST00468,57,Male,PhD,81147.12,False
CUST00469,70,Female,Master's Degree,105881.33,False
CUST00470,68,Female,Bachelor's Degree,136690.95,True
CUST00471,54,Male,High School,72496.08,False
CUST00472,47,Unspecified,High School,73827.49,True
CUST00473,38,Male,Associate Degree,36491.1,True
CUST00474,23,Male,High School,130067.7,False
CUST00475,52,Female,Bachelor's Degree,26295.09,True
CUST00476,29,Unspecified,PhD,110581.91,True
CUST00477,75,Female,Master's Degree,101302.36,True
CUST00478,29,Male,Master's Degree,38617.0,True
CUST00479,61,Male,Bachelor's Degree,135105.71,True
CUST00480,72,Female,Associate Degree,92215.91,False
CUST00481,46,Unspecified,Master's Degree,124329.6,True
CUST00482,80,Male,Associate Degree,103090.07,True
CUST00483,67,Male,Master's Degree,42660.98,False
CUST00484,30,Unspecified,Bachelor's Degree,145397.79,True
CUST00485,21,Male,Bachelor's Degree,53846.99,False
CUST00486,69,Unspecified,Master's Degree,111025.0,True
CUST00487,67,Unspecified,Associate Degree,20922.81,True
CUST00488,61,Male,PhD,101792.83,False
CUST00489,68,Unspecified,PhD,91646.61,False
CUST00490,50,Female,PhD,88268.07,True
CUST00491,50,Female,Bachelor's Degree,31781.48,False
CUST00492,44,Female,PhD,69128.33,False
CUST00493,64,Male,High School,124482.41,False
CUST00494,42,Male,High School,121607.13,True
CUST00495,22,Female,Master's Degree,36631.79,False
CUST00496,52,Male,Associate Degree,86565.82,False
CUST00497,54,Unspecified,Master's Degree,112947.02,True
CUST00498,49,Male,Associate Degree,76446.71,True
CUST00499,58,Unspecified,Bachelor's Degree,99872.63,False
CUST00500,50,Female,Bachelor's Degree,49405.73,False
CUST00501,41,Female,High School,55697.2,False
CUST00502,47,Female,Master's Degree,42353.95,True
CUST00503,39,Male,Bachelor's Degree,91392.83,True
CUST00504,34,Unspecified,High School,147154.21,False
CUST00505,20,Unspecified,Master's Degree,76430.97,True
CUST00506,55,Female,High School,35764.98,True
CUST00507,35,Male,PhD,88461.67,True
CUST00508,40,Unspecified,Master's Degree,108006.23,True
CUST00509,50,Female,Associate Degree,116710.62,False
CUST00510,33,Female,Master's Degree,69350.66,True
CUST00511,44,Female,High School,144349.08,True
CUST00512,32,Unspecified,High School,29917.49,True
CUST00513,77,Female,Associate Degree,85708.31,True
CUST00514,53,Unspecified,Master's Degree,95765.54,True
CUST00515,47,Unspecified,Bachelor's Degree,101700.16,False
CUST00516,63,Male,Associate Degree,95995.16,False
CUST00517,71,Unspecified,Bachelor's Degree,109981.91,True
CUST00518,30,Unspecified,Master's Degree,142204.89,True
CUST00519,65,Unspecified,Master's Degree,69062.48,True
CUST00520,27,Female,Master's Degree,32213.69,False
CUST00521,45,Unspecified,Bachelor's Degree,43039.23,True
CUST00522,35,Unspecified,Master's Degree,137771.45,False
CUST00523,75,Female,Master's Degree,127907.46,True
CUST00524,43,Unspecified,Bachelor's Degree,41022.01,True
CUST00525,28,Male,Bachelor's Degree,119284.78,True
CUST00526,40,Female,Bachelor's Degree,134228.88,False
CUST00527,77,Unspecified,PhD,93465.18,True
CUST00528,25,Female,Master's Degree,81285.32,False
CUST00529,73,Male,High School,26955.88,True
CUST00530,21,Male,Associate Degree,102234.61,True
CUST00531,51,Unspecified,PhD,100930.14,False
CUST00532,20,Male,Master's Degree,20734.58,False
CUST00533,61,Unspecified,High School,148360.84,True
CUST00534,56,Female,High School,92753.67,True
CUST00535,35,Male,Bachelor's Degree,108386.19,False
CUST00536,43,Unspecified,Bachelor's Degree,139886.96,True
CUST00537,34,Male,Associate Degree,87826.91,True
CUST00538,48,Male,Bachelor's Degree,99208.0,False
CUST00539,48,Male,Associate Degree,29752.64,True
CUST00540,63,Male,High School,120574.5,True
CUST00541,20,Unspecified,High School,52258.4,False
CUST00542,67,Male,High School,84238.9,False
CUST00543,54,Unspecified,Bachelor's Degree,85236.26,True
CUST00544,23,Male,Master's Degree,66481.99,False
CUST00545,51,Female,Bachelor's Degree,140990.84,False
CUST00546,30,Male,High School,53463.41,False
CUST00547,48,Female,Bachelor's Degree,121414.01,True
CUST00548,21,Male,PhD,121388.6,True
CUST00549,18,Unspecified,Associate Degree,36766.39,True
CUST00550,55,Male,Bachelor's Degree,41496.0,False
